Trajectory - Seconds: 24.84, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 1.00, Y: -2.20), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 0.01), 
State(Sec: 7.86, Vel m/s: 0.83, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.18, Y: -2.81), Rotation2d(Rads: 0.76, Deg: 43.72)), Curvature: -1.42), 
State(Sec: 7.93, Vel m/s: 0.91, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.22, Y: -2.77), Rotation2d(Rads: 0.68, Deg: 39.10)), Curvature: -1.16), 
State(Sec: 8.00, Vel m/s: 0.98, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.28, Y: -2.73), Rotation2d(Rads: 0.61, Deg: 35.05)), Curvature: -0.96), 
State(Sec: 8.07, Vel m/s: 1.05, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.33, Y: -2.69), Rotation2d(Rads: 0.55, Deg: 31.47)), Curvature: -0.81), 
State(Sec: 8.14, Vel m/s: 1.12, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.40, Y: -2.66), Rotation2d(Rads: 0.49, Deg: 28.27)), Curvature: -0.69), 
State(Sec: 8.21, Vel m/s: 1.18, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.47, Y: -2.62), Rotation2d(Rads: 0.44, Deg: 25.39)), Curvature: -0.59), 
State(Sec: 8.28, Vel m/s: 1.25, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.55, Y: -2.59), Rotation2d(Rads: 0.40, Deg: 22.77)), Curvature: -0.52), 
State(Sec: 8.35, Vel m/s: 1.32, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.63, Y: -2.56), Rotation2d(Rads: 0.36, Deg: 20.36)), Curvature: -0.46), 
State(Sec: 8.41, Vel m/s: 1.39, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.71, Y: -2.53), Rotation2d(Rads: 0.32, Deg: 18.11)), Curvature: -0.42), 
State(Sec: 8.48, Vel m/s: 1.45, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.80, Y: -2.50), Rotation2d(Rads: 0.28, Deg: 16.00)), Curvature: -0.38), 
State(Sec: 8.54, Vel m/s: 1.52, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.89, Y: -2.47), Rotation2d(Rads: 0.24, Deg: 14.00)), Curvature: -0.35), 
State(Sec: 8.61, Vel m/s: 1.58, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.99, Y: -2.45), Rotation2d(Rads: 0.21, Deg: 12.08)), Curvature: -0.32), 
State(Sec: 8.67, Vel m/s: 1.64, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.09, Y: -2.43), Rotation2d(Rads: 0.18, Deg: 10.24)), Curvature: -0.31), 
State(Sec: 8.73, Vel m/s: 1.71, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.19, Y: -2.41), Rotation2d(Rads: 0.15, Deg: 8.45)), Curvature: -0.29), 
State(Sec: 8.79, Vel m/s: 1.77, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.30, Y: -2.40), Rotation2d(Rads: 0.12, Deg: 6.70)), Curvature: -0.28), 
State(Sec: 8.86, Vel m/s: 1.83, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.41, Y: -2.39), Rotation2d(Rads: 0.09, Deg: 5.11)), Curvature: -0.22), 
State(Sec: 8.92, Vel m/s: 1.89, Accel m/s/s: 0.58, Pose: Pose2d(Translation2d(X: 4.52, Y: -2.38), Rotation2d(Rads: 0.07, Deg: 3.81)), Curvature: -0.18), 
State(Sec: 8.98, Vel m/s: 1.93, Accel m/s/s: 0.31, Pose: Pose2d(Translation2d(X: 4.64, Y: -2.37), Rotation2d(Rads: 0.05, Deg: 2.78)), Curvature: -0.14), 
State(Sec: 9.04, Vel m/s: 1.94, Accel m/s/s: 0.29, Pose: Pose2d(Translation2d(X: 4.75, Y: -2.37), Rotation2d(Rads: 0.03, Deg: 1.98)), Curvature: -0.10), 
State(Sec: 9.10, Vel m/s: 1.96, Accel m/s/s: 0.28, Pose: Pose2d(Translation2d(X: 4.87, Y: -2.37), Rotation2d(Rads: 0.02, Deg: 1.40)), Curvature: -0.07), 
State(Sec: 9.16, Vel m/s: 1.98, Accel m/s/s: 0.28, Pose: Pose2d(Translation2d(X: 4.99, Y: -2.36), Rotation2d(Rads: 0.02, Deg: 1.03)), Curvature: -0.04), 
State(Sec: 9.21, Vel m/s: 2.00, Accel m/s/s: -0.12, Pose: Pose2d(Translation2d(X: 5.10, Y: -2.36), Rotation2d(Rads: 0.02, Deg: 0.87)), Curvature: -0.01), 
State(Sec: 9.27, Vel m/s: 1.99, Accel m/s/s: -0.29, Pose: Pose2d(Translation2d(X: 5.22, Y: -2.36), Rotation2d(Rads: 0.02, Deg: 0.91)), Curvature: 0.02), 
State(Sec: 9.33, Vel m/s: 1.97, Accel m/s/s: -0.98, Pose: Pose2d(Translation2d(X: 5.34, Y: -2.36), Rotation2d(Rads: 0.02, Deg: 1.16)), Curvature: 0.05), 
State(Sec: 9.39, Vel m/s: 1.91, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.45, Y: -2.35), Rotation2d(Rads: 0.03, Deg: 1.63)), Curvature: 0.09), 
State(Sec: 9.45, Vel m/s: 1.85, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.57, Y: -2.35), Rotation2d(Rads: 0.04, Deg: 2.31)), Curvature: 0.12), 
State(Sec: 9.51, Vel m/s: 1.79, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.68, Y: -2.35), Rotation2d(Rads: 0.06, Deg: 3.25)), Curvature: 0.17), 
State(Sec: 9.58, Vel m/s: 1.73, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.79, Y: -2.34), Rotation2d(Rads: 0.08, Deg: 4.44)), Curvature: 0.21), 
State(Sec: 9.64, Vel m/s: 1.66, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.90, Y: -2.33), Rotation2d(Rads: 0.10, Deg: 5.94)), Curvature: 0.27), 
State(Sec: 9.70, Vel m/s: 1.60, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.00, Y: -2.32), Rotation2d(Rads: 0.14, Deg: 7.77)), Curvature: 0.34), 
State(Sec: 9.77, Vel m/s: 1.54, Accel m/s/s: -0.70, Pose: Pose2d(Translation2d(X: 6.10, Y: -2.30), Rotation2d(Rads: 0.17, Deg: 9.99)), Curvature: 0.42), 
State(Sec: 9.83, Vel m/s: 1.49, Accel m/s/s: -0.71, Pose: Pose2d(Translation2d(X: 6.20, Y: -2.28), Rotation2d(Rads: 0.22, Deg: 12.45)), Curvature: 0.45), 
State(Sec: 9.90, Vel m/s: 1.44, Accel m/s/s: -0.72, Pose: Pose2d(Translation2d(X: 6.29, Y: -2.26), Rotation2d(Rads: 0.26, Deg: 14.97)), Curvature: 0.48), 
State(Sec: 9.96, Vel m/s: 1.40, Accel m/s/s: -0.73, Pose: Pose2d(Translation2d(X: 6.38, Y: -2.23), Rotation2d(Rads: 0.31, Deg: 17.57)), Curvature: 0.51), 
State(Sec: 10.03, Vel m/s: 1.35, Accel m/s/s: -0.74, Pose: Pose2d(Translation2d(X: 6.46, Y: -2.20), Rotation2d(Rads: 0.35, Deg: 20.25)), Curvature: 0.55), 
State(Sec: 10.09, Vel m/s: 1.30, Accel m/s/s: -0.75, Pose: Pose2d(Translation2d(X: 6.54, Y: -2.17), Rotation2d(Rads: 0.40, Deg: 23.03)), Curvature: 0.59), 
State(Sec: 10.16, Vel m/s: 1.25, Accel m/s/s: -0.76, Pose: Pose2d(Translation2d(X: 6.61, Y: -2.14), Rotation2d(Rads: 0.45, Deg: 25.91)), Curvature: 0.64), 
State(Sec: 10.22, Vel m/s: 1.21, Accel m/s/s: -0.77, Pose: Pose2d(Translation2d(X: 6.68, Y: -2.10), Rotation2d(Rads: 0.50, Deg: 28.90)), Curvature: 0.69), 
State(Sec: 10.28, Vel m/s: 1.16, Accel m/s/s: -0.77, Pose: Pose2d(Translation2d(X: 6.75, Y: -2.06), Rotation2d(Rads: 0.56, Deg: 32.03)), Curvature: 0.75), 
State(Sec: 10.35, Vel m/s: 1.11, Accel m/s/s: -0.77, Pose: Pose2d(Translation2d(X: 6.81, Y: -2.02), Rotation2d(Rads: 0.62, Deg: 35.31)), Curvature: 0.82), 
State(Sec: 10.41, Vel m/s: 1.06, Accel m/s/s: -0.76, Pose: Pose2d(Translation2d(X: 6.87, Y: -1.98), Rotation2d(Rads: 0.68, Deg: 38.76)), Curvature: 0.90), 
State(Sec: 10.48, Vel m/s: 1.01, Accel m/s/s: -0.74, Pose: Pose2d(Translation2d(X: 6.92, Y: -1.94), Rotation2d(Rads: 0.74, Deg: 42.41)), Curvature: 0.99), 
State(Sec: 10.55, Vel m/s: 0.96, Accel m/s/s: -0.72, Pose: Pose2d(Translation2d(X: 6.96, Y: -1.89), Rotation2d(Rads: 0.81, Deg: 46.27)), Curvature: 1.09), 
State(Sec: 10.61, Vel m/s: 0.91, Accel m/s/s: -0.68, Pose: Pose2d(Translation2d(X: 7.01, Y: -1.85), Rotation2d(Rads: 0.88, Deg: 50.38)), Curvature: 1.21), 
State(Sec: 10.68, Vel m/s: 0.86, Accel m/s/s: -0.64, Pose: Pose2d(Translation2d(X: 7.04, Y: -1.80), Rotation2d(Rads: 0.96, Deg: 54.76)), Curvature: 1.34), 
State(Sec: 10.75, Vel m/s: 0.82, Accel m/s/s: -0.60, Pose: Pose2d(Translation2d(X: 7.07, Y: -1.75), Rotation2d(Rads: 1.04, Deg: 59.44)), Curvature: 1.49), 
State(Sec: 10.78, Vel m/s: 0.80, Accel m/s/s: -0.57, Pose: Pose2d(Translation2d(X: 7.09, Y: -1.72), Rotation2d(Rads: 1.08, Deg: 61.90)), Curvature: 1.57), 
State(Sec: 10.82, Vel m/s: 0.78, Accel m/s/s: -0.31, Pose: Pose2d(Translation2d(X: 7.10, Y: -1.70), Rotation2d(Rads: 1.12, Deg: 64.44)), Curvature: 1.65), 
State(Sec: 10.85, Vel m/s: 0.77, Accel m/s/s: -0.27, Pose: Pose2d(Translation2d(X: 7.11, Y: -1.68), Rotation2d(Rads: 1.17, Deg: 67.04)), Curvature: 1.70), 
State(Sec: 10.89, Vel m/s: 0.76, Accel m/s/s: -0.24, Pose: Pose2d(Translation2d(X: 7.12, Y: -1.65), Rotation2d(Rads: 1.22, Deg: 69.67)), Curvature: 1.74), 
State(Sec: 10.92, Vel m/s: 0.75, Accel m/s/s: -0.21, Pose: Pose2d(Translation2d(X: 7.13, Y: -1.63), Rotation2d(Rads: 1.26, Deg: 72.32)), Curvature: 1.78), 
State(Sec: 10.96, Vel m/s: 0.74, Accel m/s/s: -0.17, Pose: Pose2d(Translation2d(X: 7.14, Y: -1.60), Rotation2d(Rads: 1.31, Deg: 74.98)), Curvature: 1.81), 
State(Sec: 10.99, Vel m/s: 0.74, Accel m/s/s: -0.14, Pose: Pose2d(Translation2d(X: 7.14, Y: -1.58), Rotation2d(Rads: 1.36, Deg: 77.66)), Curvature: 1.84), 
State(Sec: 11.03, Vel m/s: 0.73, Accel m/s/s: -0.11, Pose: Pose2d(Translation2d(X: 7.15, Y: -1.55), Rotation2d(Rads: 1.40, Deg: 80.35)), Curvature: 1.87), 
State(Sec: 11.06, Vel m/s: 0.73, Accel m/s/s: -0.08, Pose: Pose2d(Translation2d(X: 7.15, Y: -1.53), Rotation2d(Rads: 1.45, Deg: 83.05)), Curvature: 1.89), 
State(Sec: 11.10, Vel m/s: 0.73, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 7.15, Y: -1.50), Rotation2d(Rads: 1.50, Deg: 85.75)), Curvature: 1.90), 
State(Sec: 11.13, Vel m/s: 0.72, Accel m/s/s: -0.03, Pose: Pose2d(Translation2d(X: 7.16, Y: -1.48), Rotation2d(Rads: 1.54, Deg: 88.44)), Curvature: 1.91), 
State(Sec: 11.16, Vel m/s: 0.72, Accel m/s/s: -0.00, Pose: Pose2d(Translation2d(X: 7.16, Y: -1.45), Rotation2d(Rads: 1.59, Deg: 91.12)), Curvature: 1.92), 
State(Sec: 11.20, Vel m/s: 0.72, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 7.15, Y: -1.43), Rotation2d(Rads: 1.64, Deg: 93.80)), Curvature: 1.92), 
State(Sec: 11.23, Vel m/s: 0.72, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 7.15, Y: -1.40), Rotation2d(Rads: 1.68, Deg: 96.46)), Curvature: 1.91), 
State(Sec: 11.26, Vel m/s: 0.72, Accel m/s/s: 0.06, Pose: Pose2d(Translation2d(X: 7.15, Y: -1.38), Rotation2d(Rads: 1.73, Deg: 99.10)), Curvature: 1.91), 
State(Sec: 11.30, Vel m/s: 0.73, Accel m/s/s: 0.07, Pose: Pose2d(Translation2d(X: 7.14, Y: -1.36), Rotation2d(Rads: 1.78, Deg: 101.73)), Curvature: 1.90), 
State(Sec: 11.33, Vel m/s: 0.73, Accel m/s/s: 0.09, Pose: Pose2d(Translation2d(X: 7.14, Y: -1.33), Rotation2d(Rads: 1.82, Deg: 104.34)), Curvature: 1.88), 
State(Sec: 11.36, Vel m/s: 0.73, Accel m/s/s: 0.10, Pose: Pose2d(Translation2d(X: 7.13, Y: -1.31), Rotation2d(Rads: 1.87, Deg: 106.92)), Curvature: 1.87), 
State(Sec: 11.40, Vel m/s: 0.73, Accel m/s/s: 0.11, Pose: Pose2d(Translation2d(X: 7.12, Y: -1.29), Rotation2d(Rads: 1.91, Deg: 109.49)), Curvature: 1.85), 
State(Sec: 11.43, Vel m/s: 0.74, Accel m/s/s: 0.12, Pose: Pose2d(Translation2d(X: 7.12, Y: -1.26), Rotation2d(Rads: 1.96, Deg: 112.03)), Curvature: 1.84), 
State(Sec: 11.46, Vel m/s: 0.74, Accel m/s/s: 0.13, Pose: Pose2d(Translation2d(X: 7.11, Y: -1.24), Rotation2d(Rads: 2.00, Deg: 114.55)), Curvature: 1.82), 
State(Sec: 11.49, Vel m/s: 0.75, Accel m/s/s: 0.14, Pose: Pose2d(Translation2d(X: 7.10, Y: -1.22), Rotation2d(Rads: 2.04, Deg: 117.05)), Curvature: 1.80), 
State(Sec: 11.56, Vel m/s: 0.76, Accel m/s/s: 0.15, Pose: Pose2d(Translation2d(X: 7.07, Y: -1.18), Rotation2d(Rads: 2.13, Deg: 121.98)), Curvature: 1.75), 
State(Sec: 11.62, Vel m/s: 0.76, Accel m/s/s: 0.15, Pose: Pose2d(Translation2d(X: 7.04, Y: -1.14), Rotation2d(Rads: 2.21, Deg: 126.83)), Curvature: 1.71), 
State(Sec: 11.69, Vel m/s: 0.77, Accel m/s/s: 0.15, Pose: Pose2d(Translation2d(X: 7.01, Y: -1.10), Rotation2d(Rads: 2.30, Deg: 131.60)), Curvature: 1.67), 
State(Sec: 11.75, Vel m/s: 0.78, Accel m/s/s: 0.15, Pose: Pose2d(Translation2d(X: 6.98, Y: -1.06), Rotation2d(Rads: 2.38, Deg: 136.31)), Curvature: 1.63), 
State(Sec: 11.82, Vel m/s: 0.79, Accel m/s/s: 0.15, Pose: Pose2d(Translation2d(X: 6.94, Y: -1.03), Rotation2d(Rads: 2.46, Deg: 140.97)), Curvature: 1.59), 
State(Sec: 11.88, Vel m/s: 0.80, Accel m/s/s: 0.79, Pose: Pose2d(Translation2d(X: 6.90, Y: -1.00), Rotation2d(Rads: 2.54, Deg: 145.57)), Curvature: 1.55), 
State(Sec: 11.94, Vel m/s: 0.85, Accel m/s/s: 0.96, Pose: Pose2d(Translation2d(X: 6.86, Y: -0.97), Rotation2d(Rads: 2.62, Deg: 149.93)), Curvature: 1.37), 
State(Sec: 12.00, Vel m/s: 0.91, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.81, Y: -0.95), Rotation2d(Rads: 2.69, Deg: 153.85)), Curvature: 1.21), 
State(Sec: 12.06, Vel m/s: 0.97, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.76, Y: -0.92), Rotation2d(Rads: 2.75, Deg: 157.34)), Curvature: 1.05), 
State(Sec: 12.12, Vel m/s: 1.02, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.71, Y: -0.91), Rotation2d(Rads: 2.80, Deg: 160.45)), Curvature: 0.91), 
State(Sec: 12.17, Vel m/s: 1.08, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.65, Y: -0.89), Rotation2d(Rads: 2.85, Deg: 163.19)), Curvature: 0.79), 
State(Sec: 12.22, Vel m/s: 1.13, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.60, Y: -0.87), Rotation2d(Rads: 2.89, Deg: 165.62)), Curvature: 0.68), 
State(Sec: 12.32, Vel m/s: 1.23, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.48, Y: -0.85), Rotation2d(Rads: 2.96, Deg: 169.61)), Curvature: 0.51), 
State(Sec: 12.42, Vel m/s: 1.32, Accel m/s/s: 0.97, Pose: Pose2d(Translation2d(X: 6.36, Y: -0.83), Rotation2d(Rads: 3.01, Deg: 172.66)), Curvature: 0.38), 
State(Sec: 12.51, Vel m/s: 1.41, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.24, Y: -0.82), Rotation2d(Rads: 3.05, Deg: 174.92)), Curvature: 0.27), 
State(Sec: 12.60, Vel m/s: 1.32, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.12, Y: -0.81), Rotation2d(Rads: 3.08, Deg: 176.50)), Curvature: 0.18), 
State(Sec: 12.69, Vel m/s: 1.23, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.00, Y: -0.80), Rotation2d(Rads: 3.10, Deg: 177.45)), Curvature: 0.09), 
State(Sec: 12.79, Vel m/s: 1.13, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.88, Y: -0.80), Rotation2d(Rads: 3.12, Deg: 178.68)), Curvature: 0.28), 
State(Sec: 12.89, Vel m/s: 1.02, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.77, Y: -0.80), Rotation2d(Rads: -3.12, Deg: -178.80)), Curvature: 0.53), 
State(Sec: 13.00, Vel m/s: 0.92, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.67, Y: -0.80), Rotation2d(Rads: -3.05, Deg: -174.64)), Curvature: 0.88), 
State(Sec: 13.06, Vel m/s: 0.86, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.62, Y: -0.81), Rotation2d(Rads: -3.00, Deg: -171.79)), Curvature: 1.12), 
State(Sec: 13.11, Vel m/s: 0.80, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.57, Y: -0.82), Rotation2d(Rads: -2.94, Deg: -168.33)), Curvature: 1.41), 
State(Sec: 13.17, Vel m/s: 0.74, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 5.53, Y: -0.83), Rotation2d(Rads: -2.87, Deg: -164.18)), Curvature: 1.76), 
State(Sec: 13.24, Vel m/s: 0.68, Accel m/s/s: -0.96, Pose: Pose2d(Translation2d(X: 5.48, Y: -0.84), Rotation2d(Rads: -2.78, Deg: -159.25)), Curvature: 2.15), 
State(Sec: 13.27, Vel m/s: 0.65, Accel m/s/s: -0.82, Pose: Pose2d(Translation2d(X: 5.46, Y: -0.85), Rotation2d(Rads: -2.73, Deg: -156.48)), Curvature: 2.36), 
State(Sec: 13.30, Vel m/s: 0.62, Accel m/s/s: -0.69, Pose: Pose2d(Translation2d(X: 5.44, Y: -0.86), Rotation2d(Rads: -2.68, Deg: -153.50)), Curvature: 2.57), 
State(Sec: 13.34, Vel m/s: 0.60, Accel m/s/s: -0.56, Pose: Pose2d(Translation2d(X: 5.43, Y: -0.87), Rotation2d(Rads: -2.62, Deg: -150.31)), Curvature: 2.77), 
State(Sec: 13.37, Vel m/s: 0.58, Accel m/s/s: -0.43, Pose: Pose2d(Translation2d(X: 5.41, Y: -0.88), Rotation2d(Rads: -2.56, Deg: -146.93)), Curvature: 2.96), 
State(Sec: 13.41, Vel m/s: 0.57, Accel m/s/s: -0.31, Pose: Pose2d(Translation2d(X: 5.39, Y: -0.89), Rotation2d(Rads: -2.50, Deg: -143.37)), Curvature: 3.12), 
State(Sec: 13.44, Vel m/s: 0.55, Accel m/s/s: -0.19, Pose: Pose2d(Translation2d(X: 5.38, Y: -0.90), Rotation2d(Rads: -2.44, Deg: -139.66)), Curvature: 3.25), 
State(Sec: 13.48, Vel m/s: 0.55, Accel m/s/s: -0.07, Pose: Pose2d(Translation2d(X: 5.36, Y: -0.92), Rotation2d(Rads: -2.37, Deg: -135.82)), Curvature: 3.33), 
State(Sec: 13.52, Vel m/s: 0.55, Accel m/s/s: 0.05, Pose: Pose2d(Translation2d(X: 5.35, Y: -0.93), Rotation2d(Rads: -2.30, Deg: -131.90)), Curvature: 3.36), 
State(Sec: 13.55, Vel m/s: 0.55, Accel m/s/s: 0.17, Pose: Pose2d(Translation2d(X: 5.33, Y: -0.95), Rotation2d(Rads: -2.23, Deg: -127.94)), Curvature: 3.34), 
State(Sec: 13.59, Vel m/s: 0.55, Accel m/s/s: 0.29, Pose: Pose2d(Translation2d(X: 5.32, Y: -0.96), Rotation2d(Rads: -2.16, Deg: -123.98)), Curvature: 3.26), 
State(Sec: 13.63, Vel m/s: 0.56, Accel m/s/s: 0.41, Pose: Pose2d(Translation2d(X: 5.31, Y: -0.98), Rotation2d(Rads: -2.10, Deg: -120.07)), Curvature: 3.13), 
State(Sec: 13.67, Vel m/s: 0.58, Accel m/s/s: 0.94, Pose: Pose2d(Translation2d(X: 5.30, Y: -1.00), Rotation2d(Rads: -2.03, Deg: -116.25)), Curvature: 2.97), 
State(Sec: 13.71, Vel m/s: 0.62, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.29, Y: -1.02), Rotation2d(Rads: -1.97, Deg: -112.64)), Curvature: 2.64), 
State(Sec: 13.74, Vel m/s: 0.65, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.28, Y: -1.04), Rotation2d(Rads: -1.91, Deg: -109.34)), Curvature: 2.34), 
State(Sec: 13.78, Vel m/s: 0.69, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.28, Y: -1.06), Rotation2d(Rads: -1.86, Deg: -106.32)), Curvature: 2.07), 
State(Sec: 13.81, Vel m/s: 0.72, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.27, Y: -1.09), Rotation2d(Rads: -1.81, Deg: -103.56)), Curvature: 1.83), 
State(Sec: 13.88, Vel m/s: 0.79, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.26, Y: -1.14), Rotation2d(Rads: -1.72, Deg: -98.73)), Curvature: 1.45), 
State(Sec: 13.95, Vel m/s: 0.86, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.25, Y: -1.19), Rotation2d(Rads: -1.65, Deg: -94.65)), Curvature: 1.16), 
State(Sec: 14.01, Vel m/s: 0.92, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.25, Y: -1.25), Rotation2d(Rads: -1.59, Deg: -91.17)), Curvature: 0.94), 
State(Sec: 14.08, Vel m/s: 0.99, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.25, Y: -1.31), Rotation2d(Rads: -1.54, Deg: -88.17)), Curvature: 0.78), 
State(Sec: 14.14, Vel m/s: 1.05, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.25, Y: -1.38), Rotation2d(Rads: -1.49, Deg: -85.55)), Curvature: 0.66), 
State(Sec: 14.20, Vel m/s: 1.11, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.26, Y: -1.44), Rotation2d(Rads: -1.45, Deg: -83.22)), Curvature: 0.57), 
State(Sec: 14.26, Vel m/s: 1.17, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.27, Y: -1.51), Rotation2d(Rads: -1.42, Deg: -81.12)), Curvature: 0.50), 
State(Sec: 14.32, Vel m/s: 1.23, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.28, Y: -1.58), Rotation2d(Rads: -1.38, Deg: -79.21)), Curvature: 0.45), 
State(Sec: 14.38, Vel m/s: 1.29, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.30, Y: -1.65), Rotation2d(Rads: -1.35, Deg: -77.44)), Curvature: 0.41), 
State(Sec: 14.43, Vel m/s: 1.34, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.31, Y: -1.72), Rotation2d(Rads: -1.32, Deg: -75.78)), Curvature: 0.39), 
State(Sec: 14.48, Vel m/s: 1.39, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.33, Y: -1.79), Rotation2d(Rads: -1.30, Deg: -74.20)), Curvature: 0.37), 
State(Sec: 14.54, Vel m/s: 1.45, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.35, Y: -1.86), Rotation2d(Rads: -1.27, Deg: -72.68)), Curvature: 0.36), 
State(Sec: 14.59, Vel m/s: 1.50, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.38, Y: -1.93), Rotation2d(Rads: -1.24, Deg: -71.17)), Curvature: 0.35), 
State(Sec: 14.63, Vel m/s: 1.54, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.40, Y: -2.00), Rotation2d(Rads: -1.22, Deg: -69.68)), Curvature: 0.36), 
State(Sec: 14.68, Vel m/s: 1.59, Accel m/s/s: -0.57, Pose: Pose2d(Translation2d(X: 5.43, Y: -2.07), Rotation2d(Rads: -1.19, Deg: -68.13)), Curvature: 0.38), 
State(Sec: 14.73, Vel m/s: 1.57, Accel m/s/s: -0.76, Pose: Pose2d(Translation2d(X: 5.45, Y: -2.13), Rotation2d(Rads: -1.16, Deg: -66.48)), Curvature: 0.41), 
State(Sec: 14.77, Vel m/s: 1.53, Accel m/s/s: -0.53, Pose: Pose2d(Translation2d(X: 5.48, Y: -2.20), Rotation2d(Rads: -1.13, Deg: -64.76)), Curvature: 0.43), 
State(Sec: 14.82, Vel m/s: 1.50, Accel m/s/s: -0.31, Pose: Pose2d(Translation2d(X: 5.52, Y: -2.26), Rotation2d(Rads: -1.10, Deg: -62.97)), Curvature: 0.44), 
State(Sec: 14.87, Vel m/s: 1.49, Accel m/s/s: -0.11, Pose: Pose2d(Translation2d(X: 5.55, Y: -2.33), Rotation2d(Rads: -1.07, Deg: -61.12)), Curvature: 0.45), 
State(Sec: 14.92, Vel m/s: 1.48, Accel m/s/s: 0.08, Pose: Pose2d(Translation2d(X: 5.59, Y: -2.39), Rotation2d(Rads: -1.03, Deg: -59.24)), Curvature: 0.45), 
State(Sec: 14.97, Vel m/s: 1.49, Accel m/s/s: 0.26, Pose: Pose2d(Translation2d(X: 5.62, Y: -2.45), Rotation2d(Rads: -1.00, Deg: -57.34)), Curvature: 0.45), 
State(Sec: 15.02, Vel m/s: 1.50, Accel m/s/s: 0.44, Pose: Pose2d(Translation2d(X: 5.66, Y: -2.52), Rotation2d(Rads: -0.97, Deg: -55.44)), Curvature: 0.44), 
