Trajectory - Seconds: 11.65, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 1.20, Y: -3.90), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: -0.17), 
State(Sec: 5.08, Vel m/s: 1.80, Accel m/s/s: 0.78, Pose: Pose2d(Translation2d(X: 8.18, Y: -3.81), Rotation2d(Rads: 0.50, Deg: 28.85)), Curvature: 0.69), 
State(Sec: 5.13, Vel m/s: 1.85, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 8.27, Y: -3.76), Rotation2d(Rads: 0.58, Deg: 33.11)), Curvature: 0.78), 
State(Sec: 5.19, Vel m/s: 1.73, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 8.35, Y: -3.70), Rotation2d(Rads: 0.66, Deg: 37.99)), Curvature: 0.91), 
State(Sec: 5.22, Vel m/s: 1.68, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 8.39, Y: -3.67), Rotation2d(Rads: 0.71, Deg: 40.70)), Curvature: 0.98), 
State(Sec: 5.25, Vel m/s: 1.61, Accel m/s/s: -1.88, Pose: Pose2d(Translation2d(X: 8.43, Y: -3.64), Rotation2d(Rads: 0.76, Deg: 43.61)), Curvature: 1.05), 
State(Sec: 5.28, Vel m/s: 1.56, Accel m/s/s: -1.68, Pose: Pose2d(Translation2d(X: 8.46, Y: -3.60), Rotation2d(Rads: 0.82, Deg: 46.74)), Curvature: 1.14), 
State(Sec: 5.32, Vel m/s: 1.50, Accel m/s/s: -1.46, Pose: Pose2d(Translation2d(X: 8.49, Y: -3.57), Rotation2d(Rads: 0.87, Deg: 50.08)), Curvature: 1.22), 
State(Sec: 5.35, Vel m/s: 1.45, Accel m/s/s: -1.23, Pose: Pose2d(Translation2d(X: 8.52, Y: -3.53), Rotation2d(Rads: 0.94, Deg: 53.65)), Curvature: 1.30), 
State(Sec: 5.38, Vel m/s: 1.41, Accel m/s/s: -0.97, Pose: Pose2d(Translation2d(X: 8.55, Y: -3.49), Rotation2d(Rads: 1.00, Deg: 57.45)), Curvature: 1.38), 
State(Sec: 5.42, Vel m/s: 1.38, Accel m/s/s: -0.71, Pose: Pose2d(Translation2d(X: 8.58, Y: -3.44), Rotation2d(Rads: 1.07, Deg: 61.46)), Curvature: 1.45), 
State(Sec: 5.45, Vel m/s: 1.35, Accel m/s/s: 1.58, Pose: Pose2d(Translation2d(X: 8.60, Y: -3.40), Rotation2d(Rads: 1.15, Deg: 65.66)), Curvature: 1.51), 
State(Sec: 5.49, Vel m/s: 1.41, Accel m/s/s: 1.78, Pose: Pose2d(Translation2d(X: 8.62, Y: -3.35), Rotation2d(Rads: 1.22, Deg: 69.79)), Curvature: 1.39), 
State(Sec: 5.53, Vel m/s: 1.47, Accel m/s/s: 1.94, Pose: Pose2d(Translation2d(X: 8.63, Y: -3.31), Rotation2d(Rads: 1.29, Deg: 73.63)), Curvature: 1.27), 
State(Sec: 5.56, Vel m/s: 1.54, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 8.65, Y: -3.26), Rotation2d(Rads: 1.35, Deg: 77.18)), Curvature: 1.17), 
State(Sec: 5.59, Vel m/s: 1.60, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 8.66, Y: -3.21), Rotation2d(Rads: 1.40, Deg: 80.46)), Curvature: 1.07), 
State(Sec: 5.62, Vel m/s: 1.66, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 8.66, Y: -3.16), Rotation2d(Rads: 1.46, Deg: 83.51)), Curvature: 0.99), 
State(Sec: 5.65, Vel m/s: 1.73, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 8.67, Y: -3.10), Rotation2d(Rads: 1.51, Deg: 86.34)), Curvature: 0.91), 
State(Sec: 5.68, Vel m/s: 1.78, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 8.67, Y: -3.05), Rotation2d(Rads: 1.55, Deg: 88.99)), Curvature: 0.85), 
State(Sec: 5.71, Vel m/s: 1.84, Accel m/s/s: 1.66, Pose: Pose2d(Translation2d(X: 8.67, Y: -3.00), Rotation2d(Rads: 1.60, Deg: 91.48)), Curvature: 0.80), 
State(Sec: 5.77, Vel m/s: 1.93, Accel m/s/s: 0.72, Pose: Pose2d(Translation2d(X: 8.66, Y: -2.89), Rotation2d(Rads: 1.68, Deg: 96.08)), Curvature: 0.73), 
State(Sec: 5.82, Vel m/s: 1.97, Accel m/s/s: -1.11, Pose: Pose2d(Translation2d(X: 8.65, Y: -2.79), Rotation2d(Rads: 1.75, Deg: 100.34)), Curvature: 0.71), 
State(Sec: 5.87, Vel m/s: 1.92, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 8.63, Y: -2.69), Rotation2d(Rads: 1.82, Deg: 104.45)), Curvature: 0.72), 
State(Sec: 5.93, Vel m/s: 1.81, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 8.60, Y: -2.60), Rotation2d(Rads: 1.90, Deg: 108.62)), Curvature: 0.79), 
State(Sec: 5.98, Vel m/s: 1.71, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 8.57, Y: -2.51), Rotation2d(Rads: 1.97, Deg: 113.14)), Curvature: 0.93), 
State(Sec: 6.03, Vel m/s: 1.60, Accel m/s/s: -1.62, Pose: Pose2d(Translation2d(X: 8.53, Y: -2.44), Rotation2d(Rads: 2.06, Deg: 118.12)), Curvature: 1.07), 
State(Sec: 6.06, Vel m/s: 1.56, Accel m/s/s: -1.29, Pose: Pose2d(Translation2d(X: 8.51, Y: -2.40), Rotation2d(Rads: 2.11, Deg: 120.75)), Curvature: 1.13), 
State(Sec: 6.08, Vel m/s: 1.53, Accel m/s/s: -0.96, Pose: Pose2d(Translation2d(X: 8.49, Y: -2.37), Rotation2d(Rads: 2.15, Deg: 123.46)), Curvature: 1.18), 
State(Sec: 6.11, Vel m/s: 1.50, Accel m/s/s: -0.63, Pose: Pose2d(Translation2d(X: 8.46, Y: -2.33), Rotation2d(Rads: 2.20, Deg: 126.24)), Curvature: 1.22), 
State(Sec: 6.14, Vel m/s: 1.48, Accel m/s/s: -0.30, Pose: Pose2d(Translation2d(X: 8.44, Y: -2.30), Rotation2d(Rads: 2.25, Deg: 129.05)), Curvature: 1.25), 
State(Sec: 6.16, Vel m/s: 1.48, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 8.42, Y: -2.27), Rotation2d(Rads: 2.30, Deg: 131.88)), Curvature: 1.26), 
State(Sec: 6.19, Vel m/s: 1.48, Accel m/s/s: 0.36, Pose: Pose2d(Translation2d(X: 8.39, Y: -2.24), Rotation2d(Rads: 2.35, Deg: 134.71)), Curvature: 1.26), 
State(Sec: 6.22, Vel m/s: 1.49, Accel m/s/s: 0.69, Pose: Pose2d(Translation2d(X: 8.36, Y: -2.22), Rotation2d(Rads: 2.40, Deg: 137.52)), Curvature: 1.24), 
State(Sec: 6.24, Vel m/s: 1.50, Accel m/s/s: 1.04, Pose: Pose2d(Translation2d(X: 8.33, Y: -2.19), Rotation2d(Rads: 2.45, Deg: 140.27)), Curvature: 1.21), 
State(Sec: 6.27, Vel m/s: 1.53, Accel m/s/s: 1.40, Pose: Pose2d(Translation2d(X: 8.30, Y: -2.17), Rotation2d(Rads: 2.49, Deg: 142.95)), Curvature: 1.17), 
State(Sec: 6.29, Vel m/s: 1.57, Accel m/s/s: 1.97, Pose: Pose2d(Translation2d(X: 8.27, Y: -2.14), Rotation2d(Rads: 2.54, Deg: 145.54)), Curvature: 1.12), 
State(Sec: 6.34, Vel m/s: 1.66, Accel m/s/s: 0.93, Pose: Pose2d(Translation2d(X: 8.20, Y: -2.10), Rotation2d(Rads: 2.63, Deg: 150.40)), Curvature: 0.99), 
State(Sec: 6.39, Vel m/s: 1.71, Accel m/s/s: -1.21, Pose: Pose2d(Translation2d(X: 8.13, Y: -2.06), Rotation2d(Rads: 2.70, Deg: 154.93)), Curvature: 0.94), 
State(Sec: 6.44, Vel m/s: 1.65, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 8.05, Y: -2.03), Rotation2d(Rads: 2.78, Deg: 159.43)), Curvature: 0.96), 
State(Sec: 6.49, Vel m/s: 1.55, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.97, Y: -2.00), Rotation2d(Rads: 2.87, Deg: 164.15)), Curvature: 1.04), 
State(Sec: 6.52, Vel m/s: 1.49, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.93, Y: -1.99), Rotation2d(Rads: 2.91, Deg: 166.67)), Curvature: 1.11), 
State(Sec: 6.55, Vel m/s: 1.44, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.89, Y: -1.99), Rotation2d(Rads: 2.96, Deg: 169.35)), Curvature: 1.20), 
State(Sec: 6.58, Vel m/s: 1.38, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.85, Y: -1.98), Rotation2d(Rads: 3.01, Deg: 172.21)), Curvature: 1.31), 
State(Sec: 6.61, Vel m/s: 1.32, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.81, Y: -1.97), Rotation2d(Rads: 3.06, Deg: 175.32)), Curvature: 1.45), 
State(Sec: 6.64, Vel m/s: 1.26, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.77, Y: -1.97), Rotation2d(Rads: 3.12, Deg: 178.70)), Curvature: 1.63), 
State(Sec: 6.67, Vel m/s: 1.20, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.74, Y: -1.97), Rotation2d(Rads: -3.10, Deg: -177.58)), Curvature: 1.84), 
State(Sec: 6.70, Vel m/s: 1.14, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.70, Y: -1.98), Rotation2d(Rads: -3.03, Deg: -173.48)), Curvature: 2.09), 
State(Sec: 6.73, Vel m/s: 1.07, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 7.67, Y: -1.98), Rotation2d(Rads: -2.95, Deg: -168.93)), Curvature: 2.38), 
State(Sec: 6.75, Vel m/s: 1.04, Accel m/s/s: -1.90, Pose: Pose2d(Translation2d(X: 7.65, Y: -1.98), Rotation2d(Rads: -2.91, Deg: -166.47)), Curvature: 2.54), 
State(Sec: 6.76, Vel m/s: 1.01, Accel m/s/s: -1.75, Pose: Pose2d(Translation2d(X: 7.63, Y: -1.99), Rotation2d(Rads: -2.86, Deg: -163.89)), Curvature: 2.70), 
State(Sec: 6.78, Vel m/s: 0.98, Accel m/s/s: -1.58, Pose: Pose2d(Translation2d(X: 7.62, Y: -1.99), Rotation2d(Rads: -2.81, Deg: -161.17)), Curvature: 2.87), 
State(Sec: 6.80, Vel m/s: 0.95, Accel m/s/s: -0.44, Pose: Pose2d(Translation2d(X: 7.60, Y: -2.00), Rotation2d(Rads: -2.76, Deg: -158.33)), Curvature: 3.03), 
State(Sec: 6.81, Vel m/s: 0.94, Accel m/s/s: -0.07, Pose: Pose2d(Translation2d(X: 7.58, Y: -2.01), Rotation2d(Rads: -2.71, Deg: -155.40)), Curvature: 3.08), 
State(Sec: 6.83, Vel m/s: 0.94, Accel m/s/s: 0.31, Pose: Pose2d(Translation2d(X: 7.57, Y: -2.01), Rotation2d(Rads: -2.66, Deg: -152.46)), Curvature: 3.09), 
State(Sec: 6.85, Vel m/s: 0.95, Accel m/s/s: 0.69, Pose: Pose2d(Translation2d(X: 7.56, Y: -2.02), Rotation2d(Rads: -2.61, Deg: -149.54)), Curvature: 3.06), 
State(Sec: 6.87, Vel m/s: 0.96, Accel m/s/s: 1.08, Pose: Pose2d(Translation2d(X: 7.54, Y: -2.03), Rotation2d(Rads: -2.56, Deg: -146.66)), Curvature: 2.98), 
State(Sec: 6.88, Vel m/s: 0.98, Accel m/s/s: 1.48, Pose: Pose2d(Translation2d(X: 7.53, Y: -2.04), Rotation2d(Rads: -2.51, Deg: -143.85)), Curvature: 2.87), 
State(Sec: 6.90, Vel m/s: 1.00, Accel m/s/s: 1.91, Pose: Pose2d(Translation2d(X: 7.51, Y: -2.05), Rotation2d(Rads: -2.46, Deg: -141.14)), Curvature: 2.73), 
State(Sec: 6.92, Vel m/s: 1.04, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.50, Y: -2.06), Rotation2d(Rads: -2.42, Deg: -138.54)), Curvature: 2.56), 
State(Sec: 6.93, Vel m/s: 1.07, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.49, Y: -2.07), Rotation2d(Rads: -2.38, Deg: -136.08)), Curvature: 2.38), 
State(Sec: 6.97, Vel m/s: 1.13, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.46, Y: -2.10), Rotation2d(Rads: -2.30, Deg: -131.57)), Curvature: 2.00), 
State(Sec: 7.00, Vel m/s: 1.20, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.44, Y: -2.13), Rotation2d(Rads: -2.23, Deg: -127.67)), Curvature: 1.62), 
State(Sec: 7.03, Vel m/s: 1.26, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.42, Y: -2.16), Rotation2d(Rads: -2.17, Deg: -124.36)), Curvature: 1.29), 
State(Sec: 7.06, Vel m/s: 1.33, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.39, Y: -2.20), Rotation2d(Rads: -2.12, Deg: -121.61)), Curvature: 1.00), 
State(Sec: 7.13, Vel m/s: 1.46, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.35, Y: -2.28), Rotation2d(Rads: -2.05, Deg: -117.56)), Curvature: 0.57), 
State(Sec: 7.20, Vel m/s: 1.60, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.30, Y: -2.37), Rotation2d(Rads: -2.01, Deg: -115.06)), Curvature: 0.29), 
State(Sec: 7.27, Vel m/s: 1.74, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.25, Y: -2.48), Rotation2d(Rads: -1.98, Deg: -113.72)), Curvature: 0.12), 
State(Sec: 7.31, Vel m/s: 1.81, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.23, Y: -2.54), Rotation2d(Rads: -1.98, Deg: -113.37)), Curvature: 0.07), 
State(Sec: 7.34, Vel m/s: 1.89, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.20, Y: -2.60), Rotation2d(Rads: -1.98, Deg: -113.21)), Curvature: 0.02), 
State(Sec: 7.38, Vel m/s: 1.96, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.17, Y: -2.67), Rotation2d(Rads: -1.98, Deg: -113.25)), Curvature: -0.04), 
State(Sec: 7.42, Vel m/s: 2.04, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.14, Y: -2.73), Rotation2d(Rads: -1.98, Deg: -113.54)), Curvature: -0.09), 
State(Sec: 7.46, Vel m/s: 2.11, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.11, Y: -2.81), Rotation2d(Rads: -1.99, Deg: -114.04)), Curvature: -0.13), 
State(Sec: 7.49, Vel m/s: 2.19, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.08, Y: -2.88), Rotation2d(Rads: -2.00, Deg: -114.75)), Curvature: -0.17), 
State(Sec: 7.53, Vel m/s: 2.26, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.04, Y: -2.95), Rotation2d(Rads: -2.02, Deg: -115.66)), Curvature: -0.21), 
State(Sec: 7.57, Vel m/s: 2.33, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 7.01, Y: -3.03), Rotation2d(Rads: -2.04, Deg: -116.77)), Curvature: -0.25), 
State(Sec: 7.60, Vel m/s: 2.41, Accel m/s/s: -1.14, Pose: Pose2d(Translation2d(X: 6.97, Y: -3.11), Rotation2d(Rads: -2.06, Deg: -118.09)), Curvature: -0.29), 
State(Sec: 7.64, Vel m/s: 2.36, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.92, Y: -3.18), Rotation2d(Rads: -2.09, Deg: -119.63)), Curvature: -0.34), 
State(Sec: 7.68, Vel m/s: 2.29, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.88, Y: -3.25), Rotation2d(Rads: -2.12, Deg: -121.42)), Curvature: -0.39), 
State(Sec: 7.71, Vel m/s: 2.21, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.83, Y: -3.33), Rotation2d(Rads: -2.15, Deg: -123.46)), Curvature: -0.44), 
State(Sec: 7.75, Vel m/s: 2.14, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.79, Y: -3.40), Rotation2d(Rads: -2.20, Deg: -125.79)), Curvature: -0.51), 
State(Sec: 7.79, Vel m/s: 2.05, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.73, Y: -3.47), Rotation2d(Rads: -2.24, Deg: -128.44)), Curvature: -0.58), 
State(Sec: 7.84, Vel m/s: 1.97, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.68, Y: -3.53), Rotation2d(Rads: -2.29, Deg: -131.44)), Curvature: -0.66), 
State(Sec: 7.88, Vel m/s: 1.88, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.62, Y: -3.59), Rotation2d(Rads: -2.35, Deg: -134.81)), Curvature: -0.75), 
State(Sec: 7.92, Vel m/s: 1.79, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 6.56, Y: -3.65), Rotation2d(Rads: -2.42, Deg: -138.60)), Curvature: -0.85), 
State(Sec: 7.97, Vel m/s: 1.70, Accel m/s/s: 1.04, Pose: Pose2d(Translation2d(X: 6.50, Y: -3.70), Rotation2d(Rads: -2.49, Deg: -142.82)), Curvature: -0.95), 
State(Sec: 8.02, Vel m/s: 1.75, Accel m/s/s: 1.40, Pose: Pose2d(Translation2d(X: 6.43, Y: -3.75), Rotation2d(Rads: -2.57, Deg: -147.13)), Curvature: -0.90), 
State(Sec: 8.06, Vel m/s: 1.81, Accel m/s/s: 1.76, Pose: Pose2d(Translation2d(X: 6.36, Y: -3.79), Rotation2d(Rads: -2.64, Deg: -151.15)), Curvature: -0.84), 
State(Sec: 8.11, Vel m/s: 1.89, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 6.29, Y: -3.82), Rotation2d(Rads: -2.70, Deg: -154.86)), Curvature: -0.77), 
State(Sec: 8.15, Vel m/s: 1.97, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 6.22, Y: -3.86), Rotation2d(Rads: -2.76, Deg: -158.26)), Curvature: -0.70), 
State(Sec: 8.19, Vel m/s: 2.05, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 6.14, Y: -3.88), Rotation2d(Rads: -2.82, Deg: -161.36)), Curvature: -0.64), 
State(Sec: 8.23, Vel m/s: 2.13, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 6.07, Y: -3.91), Rotation2d(Rads: -2.87, Deg: -164.16)), Curvature: -0.57), 
State(Sec: 8.26, Vel m/s: 2.20, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.99, Y: -3.93), Rotation2d(Rads: -2.91, Deg: -166.67)), Curvature: -0.51), 
State(Sec: 8.30, Vel m/s: 2.28, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.91, Y: -3.95), Rotation2d(Rads: -2.95, Deg: -168.92)), Curvature: -0.46), 
State(Sec: 8.34, Vel m/s: 2.35, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.83, Y: -3.96), Rotation2d(Rads: -2.98, Deg: -170.92)), Curvature: -0.41), 
State(Sec: 8.37, Vel m/s: 2.41, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.75, Y: -3.97), Rotation2d(Rads: -3.01, Deg: -172.68)), Curvature: -0.36), 
State(Sec: 8.40, Vel m/s: 2.48, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.67, Y: -3.98), Rotation2d(Rads: -3.04, Deg: -174.22)), Curvature: -0.32), 
State(Sec: 8.43, Vel m/s: 2.54, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.59, Y: -3.99), Rotation2d(Rads: -3.06, Deg: -175.55)), Curvature: -0.28), 
State(Sec: 8.46, Vel m/s: 2.60, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.52, Y: -3.99), Rotation2d(Rads: -3.08, Deg: -176.66)), Curvature: -0.23), 
State(Sec: 8.49, Vel m/s: 2.66, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.44, Y: -4.00), Rotation2d(Rads: -3.10, Deg: -177.58)), Curvature: -0.19), 
State(Sec: 8.52, Vel m/s: 2.71, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.37, Y: -4.00), Rotation2d(Rads: -3.11, Deg: -178.28)), Curvature: -0.15), 
State(Sec: 8.54, Vel m/s: 2.76, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.30, Y: -4.00), Rotation2d(Rads: -3.12, Deg: -178.77)), Curvature: -0.09), 
State(Sec: 8.57, Vel m/s: 2.81, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 5.23, Y: -4.00), Rotation2d(Rads: -3.13, Deg: -179.13)), Curvature: -0.09), 
State(Sec: 8.59, Vel m/s: 2.86, Accel m/s/s: 1.91, Pose: Pose2d(Translation2d(X: 5.17, Y: -4.00), Rotation2d(Rads: -3.13, Deg: -179.47)), Curvature: -0.09), 
State(Sec: 8.63, Vel m/s: 2.94, Accel m/s/s: -0.78, Pose: Pose2d(Translation2d(X: 5.04, Y: -4.00), Rotation2d(Rads: 3.14, Deg: 179.94)), Curvature: -0.07), 
State(Sec: 8.67, Vel m/s: 2.91, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 4.93, Y: -4.00), Rotation2d(Rads: 3.13, Deg: 179.52)), Curvature: -0.05), 
State(Sec: 8.71, Vel m/s: 2.83, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 4.81, Y: -4.00), Rotation2d(Rads: 3.13, Deg: 179.31)), Curvature: -0.01), 
State(Sec: 8.75, Vel m/s: 2.75, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 4.71, Y: -4.00), Rotation2d(Rads: 3.13, Deg: 179.37)), Curvature: 0.03), 
State(Sec: 8.79, Vel m/s: 2.68, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 4.60, Y: -4.00), Rotation2d(Rads: 3.14, Deg: 179.71)), Curvature: 0.08), 
State(Sec: 8.83, Vel m/s: 2.60, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 4.50, Y: -4.00), Rotation2d(Rads: -3.14, Deg: -179.66)), Curvature: 0.13), 
State(Sec: 8.87, Vel m/s: 2.52, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 4.40, Y: -4.00), Rotation2d(Rads: -3.12, Deg: -178.77)), Curvature: 0.17), 
State(Sec: 8.91, Vel m/s: 2.44, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 4.30, Y: -4.00), Rotation2d(Rads: -3.11, Deg: -178.02)), Curvature: 0.08), 
State(Sec: 8.95, Vel m/s: 2.35, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 4.19, Y: -4.01), Rotation2d(Rads: -3.10, Deg: -177.76)), Curvature: 0.00), 
State(Sec: 9.00, Vel m/s: 2.26, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 4.09, Y: -4.01), Rotation2d(Rads: -3.11, Deg: -177.97)), Curvature: -0.07), 
State(Sec: 9.05, Vel m/s: 2.16, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 3.98, Y: -4.01), Rotation2d(Rads: -3.12, Deg: -178.66)), Curvature: -0.16), 
State(Sec: 9.09, Vel m/s: 2.07, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 3.88, Y: -4.02), Rotation2d(Rads: -3.14, Deg: -179.89)), Curvature: -0.26), 
State(Sec: 9.14, Vel m/s: 1.97, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 3.78, Y: -4.01), Rotation2d(Rads: 3.11, Deg: 178.27)), Curvature: -0.40), 
State(Sec: 9.19, Vel m/s: 1.87, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 3.69, Y: -4.01), Rotation2d(Rads: 3.07, Deg: 175.70)), Curvature: -0.57), 
State(Sec: 9.24, Vel m/s: 1.77, Accel m/s/s: -2.00, Pose: Pose2d(Translation2d(X: 3.60, Y: -4.00), Rotation2d(Rads: 3.01, Deg: 172.19)), Curvature: -0.81), 
State(Sec: 9.29, Vel m/s: 1.68, Accel m/s/s: -1.77, Pose: Pose2d(Translation2d(X: 3.52, Y: -3.99), Rotation2d(Rads: 2.93, Deg: 167.84)), Curvature: -0.98), 
State(Sec: 9.34, Vel m/s: 1.59, Accel m/s/s: -0.67, Pose: Pose2d(Translation2d(X: 3.44, Y: -3.97), Rotation2d(Rads: 2.85, Deg: 163.02)), Curvature: -1.09), 
State(Sec: 9.36, Vel m/s: 1.57, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 3.40, Y: -3.95), Rotation2d(Rads: 2.80, Deg: 160.51)), Curvature: -1.11), 
State(Sec: 9.39, Vel m/s: 1.57, Accel m/s/s: 1.11, Pose: Pose2d(Translation2d(X: 3.36, Y: -3.94), Rotation2d(Rads: 2.76, Deg: 157.98)), Curvature: -1.11), 
State(Sec: 9.44, Vel m/s: 1.63, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 3.29, Y: -3.91), Rotation2d(Rads: 2.67, Deg: 153.05)), Curvature: -1.04), 
State(Sec: 9.49, Vel m/s: 1.73, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 3.22, Y: -3.87), Rotation2d(Rads: 2.59, Deg: 148.51)), Curvature: -0.89), 
State(Sec: 9.54, Vel m/s: 1.82, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 3.15, Y: -3.82), Rotation2d(Rads: 2.52, Deg: 144.59)), Curvature: -0.71), 
State(Sec: 9.58, Vel m/s: 1.92, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 3.08, Y: -3.76), Rotation2d(Rads: 2.47, Deg: 141.38)), Curvature: -0.52), 
State(Sec: 9.63, Vel m/s: 2.02, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 3.00, Y: -3.70), Rotation2d(Rads: 2.42, Deg: 138.89)), Curvature: -0.37), 
State(Sec: 9.69, Vel m/s: 2.12, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 2.92, Y: -3.63), Rotation2d(Rads: 2.39, Deg: 137.07)), Curvature: -0.24), 
State(Sec: 9.74, Vel m/s: 2.23, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 2.84, Y: -3.55), Rotation2d(Rads: 2.37, Deg: 135.78)), Curvature: -0.17), 
State(Sec: 9.79, Vel m/s: 2.33, Accel m/s/s: 2.00, Pose: Pose2d(Translation2d(X: 2.76, Y: -3.47), Rotation2d(Rads: 2.35, Deg: 134.86)), Curvature: -0.12), 
State(Sec: 9.84, Vel m/s: 2.42, Accel m/s/s: 0.61, Pose: Pose2d(Translation2d(X: 2.68, Y: -3.39), Rotation2d(Rads: 2.34, Deg: 134.23)), Curvature: -0.08), 
