Trajectory - Seconds: 12.62, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.30, Y: -2.30), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: -0.32), 
State(Sec: 6.50, Vel m/s: 0.25, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.60, Y: -3.08), Rotation2d(Rads: 1.73, Deg: 99.31)), Curvature: -1.73), 
State(Sec: 6.59, Vel m/s: 0.34, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.59, Y: -3.05), Rotation2d(Rads: 1.70, Deg: 97.48)), Curvature: -0.84), 
State(Sec: 6.77, Vel m/s: 0.52, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.58, Y: -2.98), Rotation2d(Rads: 1.66, Deg: 95.02)), Curvature: -0.41), 
State(Sec: 6.94, Vel m/s: 0.69, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.58, Y: -2.87), Rotation2d(Rads: 1.62, Deg: 92.99)), Curvature: -0.30), 
State(Sec: 7.03, Vel m/s: 0.78, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.57, Y: -2.81), Rotation2d(Rads: 1.61, Deg: 91.99)), Curvature: -0.27), 
State(Sec: 7.11, Vel m/s: 0.86, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.57, Y: -2.75), Rotation2d(Rads: 1.59, Deg: 90.98)), Curvature: -0.26), 
State(Sec: 7.19, Vel m/s: 0.94, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.57, Y: -2.67), Rotation2d(Rads: 1.57, Deg: 89.93)), Curvature: -0.25), 
State(Sec: 7.26, Vel m/s: 1.02, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.57, Y: -2.60), Rotation2d(Rads: 1.55, Deg: 88.83)), Curvature: -0.25), 
State(Sec: 7.34, Vel m/s: 1.09, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.58, Y: -2.52), Rotation2d(Rads: 1.53, Deg: 87.68)), Curvature: -0.25), 
State(Sec: 7.41, Vel m/s: 1.16, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.58, Y: -2.43), Rotation2d(Rads: 1.51, Deg: 86.45)), Curvature: -0.26), 
State(Sec: 7.49, Vel m/s: 1.24, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.59, Y: -2.35), Rotation2d(Rads: 1.49, Deg: 85.14)), Curvature: -0.27), 
State(Sec: 7.56, Vel m/s: 1.31, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.59, Y: -2.26), Rotation2d(Rads: 1.46, Deg: 83.74)), Curvature: -0.28), 
State(Sec: 7.62, Vel m/s: 1.38, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.61, Y: -2.17), Rotation2d(Rads: 1.44, Deg: 82.23)), Curvature: -0.30), 
State(Sec: 7.69, Vel m/s: 1.44, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.62, Y: -2.08), Rotation2d(Rads: 1.41, Deg: 80.61)), Curvature: -0.31), 
State(Sec: 7.75, Vel m/s: 1.51, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.64, Y: -1.98), Rotation2d(Rads: 1.38, Deg: 78.85)), Curvature: -0.33), 
State(Sec: 7.82, Vel m/s: 1.57, Accel m/s/s: 0.55, Pose: Pose2d(Translation2d(X: 3.66, Y: -1.89), Rotation2d(Rads: 1.34, Deg: 76.95)), Curvature: -0.36), 
State(Sec: 7.88, Vel m/s: 1.60, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 3.68, Y: -1.80), Rotation2d(Rads: 1.31, Deg: 74.88)), Curvature: -0.39), 
State(Sec: 7.94, Vel m/s: 1.54, Accel m/s/s: -0.99, Pose: Pose2d(Translation2d(X: 3.71, Y: -1.70), Rotation2d(Rads: 1.27, Deg: 72.63)), Curvature: -0.42), 
State(Sec: 8.00, Vel m/s: 1.48, Accel m/s/s: -0.93, Pose: Pose2d(Translation2d(X: 3.74, Y: -1.61), Rotation2d(Rads: 1.22, Deg: 70.17)), Curvature: -0.46), 
State(Sec: 8.07, Vel m/s: 1.41, Accel m/s/s: -0.86, Pose: Pose2d(Translation2d(X: 3.77, Y: -1.52), Rotation2d(Rads: 1.18, Deg: 67.49)), Curvature: -0.50), 
State(Sec: 8.14, Vel m/s: 1.35, Accel m/s/s: -0.79, Pose: Pose2d(Translation2d(X: 3.81, Y: -1.43), Rotation2d(Rads: 1.13, Deg: 64.58)), Curvature: -0.55), 
State(Sec: 8.22, Vel m/s: 1.29, Accel m/s/s: -0.70, Pose: Pose2d(Translation2d(X: 3.86, Y: -1.34), Rotation2d(Rads: 1.07, Deg: 61.40)), Curvature: -0.60), 
State(Sec: 8.29, Vel m/s: 1.24, Accel m/s/s: -0.60, Pose: Pose2d(Translation2d(X: 3.91, Y: -1.26), Rotation2d(Rads: 1.01, Deg: 57.95)), Curvature: -0.65), 
State(Sec: 8.37, Vel m/s: 1.19, Accel m/s/s: -0.50, Pose: Pose2d(Translation2d(X: 3.96, Y: -1.18), Rotation2d(Rads: 0.95, Deg: 54.21)), Curvature: -0.70), 
State(Sec: 8.45, Vel m/s: 1.15, Accel m/s/s: -0.40, Pose: Pose2d(Translation2d(X: 4.02, Y: -1.11), Rotation2d(Rads: 0.88, Deg: 50.19)), Curvature: -0.75), 
State(Sec: 8.54, Vel m/s: 1.12, Accel m/s/s: -0.29, Pose: Pose2d(Translation2d(X: 4.08, Y: -1.03), Rotation2d(Rads: 0.80, Deg: 45.89)), Curvature: -0.80), 
State(Sec: 8.63, Vel m/s: 1.09, Accel m/s/s: -0.17, Pose: Pose2d(Translation2d(X: 4.15, Y: -0.97), Rotation2d(Rads: 0.72, Deg: 41.33)), Curvature: -0.84), 
State(Sec: 8.72, Vel m/s: 1.08, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 4.23, Y: -0.90), Rotation2d(Rads: 0.64, Deg: 36.56)), Curvature: -0.86), 
State(Sec: 8.81, Vel m/s: 1.07, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 4.31, Y: -0.85), Rotation2d(Rads: 0.55, Deg: 31.63)), Curvature: -0.87), 
State(Sec: 8.86, Vel m/s: 1.07, Accel m/s/s: 0.10, Pose: Pose2d(Translation2d(X: 4.35, Y: -0.82), Rotation2d(Rads: 0.51, Deg: 29.12)), Curvature: -0.87), 
State(Sec: 8.90, Vel m/s: 1.08, Accel m/s/s: 0.68, Pose: Pose2d(Translation2d(X: 4.40, Y: -0.80), Rotation2d(Rads: 0.46, Deg: 26.60)), Curvature: -0.86), 
State(Sec: 9.00, Vel m/s: 1.14, Accel m/s/s: 0.79, Pose: Pose2d(Translation2d(X: 4.50, Y: -0.76), Rotation2d(Rads: 0.38, Deg: 21.75)), Curvature: -0.77), 
State(Sec: 9.09, Vel m/s: 1.21, Accel m/s/s: 0.89, Pose: Pose2d(Translation2d(X: 4.60, Y: -0.72), Rotation2d(Rads: 0.30, Deg: 17.31)), Curvature: -0.68), 
State(Sec: 9.18, Vel m/s: 1.29, Accel m/s/s: 0.97, Pose: Pose2d(Translation2d(X: 4.70, Y: -0.69), Rotation2d(Rads: 0.23, Deg: 13.25)), Curvature: -0.60), 
State(Sec: 9.26, Vel m/s: 1.38, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.82, Y: -0.67), Rotation2d(Rads: 0.17, Deg: 9.55)), Curvature: -0.53), 
State(Sec: 9.35, Vel m/s: 1.46, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.93, Y: -0.65), Rotation2d(Rads: 0.11, Deg: 6.17)), Curvature: -0.47), 
State(Sec: 9.43, Vel m/s: 1.54, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.06, Y: -0.64), Rotation2d(Rads: 0.05, Deg: 3.08)), Curvature: -0.41), 
State(Sec: 9.47, Vel m/s: 1.58, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.12, Y: -0.64), Rotation2d(Rads: 0.03, Deg: 1.62)), Curvature: -0.39), 
State(Sec: 9.51, Vel m/s: 1.62, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.18, Y: -0.64), Rotation2d(Rads: 0.00, Deg: 0.23)), Curvature: -0.37), 
State(Sec: 9.55, Vel m/s: 1.66, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.25, Y: -0.64), Rotation2d(Rads: -0.02, Deg: -1.11)), Curvature: -0.35), 
State(Sec: 9.59, Vel m/s: 1.70, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.32, Y: -0.64), Rotation2d(Rads: -0.04, Deg: -2.40)), Curvature: -0.33), 
State(Sec: 9.63, Vel m/s: 1.74, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.38, Y: -0.65), Rotation2d(Rads: -0.06, Deg: -3.64)), Curvature: -0.31), 
State(Sec: 9.67, Vel m/s: 1.78, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.45, Y: -0.65), Rotation2d(Rads: -0.08, Deg: -4.84)), Curvature: -0.30), 
State(Sec: 9.70, Vel m/s: 1.82, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.52, Y: -0.66), Rotation2d(Rads: -0.10, Deg: -6.00)), Curvature: -0.29), 
State(Sec: 9.74, Vel m/s: 1.86, Accel m/s/s: 0.18, Pose: Pose2d(Translation2d(X: 5.59, Y: -0.67), Rotation2d(Rads: -0.12, Deg: -7.12)), Curvature: -0.27), 
State(Sec: 9.78, Vel m/s: 1.86, Accel m/s/s: 0.14, Pose: Pose2d(Translation2d(X: 5.66, Y: -0.68), Rotation2d(Rads: -0.14, Deg: -8.21)), Curvature: -0.26), 
State(Sec: 9.82, Vel m/s: 1.87, Accel m/s/s: 0.12, Pose: Pose2d(Translation2d(X: 5.73, Y: -0.69), Rotation2d(Rads: -0.16, Deg: -9.26)), Curvature: -0.25), 
State(Sec: 9.86, Vel m/s: 1.87, Accel m/s/s: 0.11, Pose: Pose2d(Translation2d(X: 5.80, Y: -0.70), Rotation2d(Rads: -0.18, Deg: -10.28)), Curvature: -0.24), 
State(Sec: 9.90, Vel m/s: 1.88, Accel m/s/s: 0.10, Pose: Pose2d(Translation2d(X: 5.88, Y: -0.71), Rotation2d(Rads: -0.20, Deg: -11.28)), Curvature: -0.23), 
State(Sec: 9.94, Vel m/s: 1.88, Accel m/s/s: 0.09, Pose: Pose2d(Translation2d(X: 5.95, Y: -0.73), Rotation2d(Rads: -0.21, Deg: -12.25)), Curvature: -0.22), 
State(Sec: 9.98, Vel m/s: 1.89, Accel m/s/s: 0.08, Pose: Pose2d(Translation2d(X: 6.02, Y: -0.74), Rotation2d(Rads: -0.23, Deg: -13.20)), Curvature: -0.22), 
State(Sec: 10.02, Vel m/s: 1.89, Accel m/s/s: 0.08, Pose: Pose2d(Translation2d(X: 6.10, Y: -0.76), Rotation2d(Rads: -0.25, Deg: -14.12)), Curvature: -0.21), 
State(Sec: 10.06, Vel m/s: 1.89, Accel m/s/s: 0.07, Pose: Pose2d(Translation2d(X: 6.17, Y: -0.78), Rotation2d(Rads: -0.26, Deg: -15.03)), Curvature: -0.20), 
State(Sec: 10.10, Vel m/s: 1.90, Accel m/s/s: 0.06, Pose: Pose2d(Translation2d(X: 6.25, Y: -0.80), Rotation2d(Rads: -0.28, Deg: -15.92)), Curvature: -0.20), 
State(Sec: 10.14, Vel m/s: 1.90, Accel m/s/s: 0.06, Pose: Pose2d(Translation2d(X: 6.32, Y: -0.82), Rotation2d(Rads: -0.29, Deg: -16.79)), Curvature: -0.19), 
State(Sec: 10.18, Vel m/s: 1.90, Accel m/s/s: 0.05, Pose: Pose2d(Translation2d(X: 6.40, Y: -0.85), Rotation2d(Rads: -0.31, Deg: -17.65)), Curvature: -0.19), 
State(Sec: 10.23, Vel m/s: 1.90, Accel m/s/s: 0.05, Pose: Pose2d(Translation2d(X: 6.47, Y: -0.87), Rotation2d(Rads: -0.32, Deg: -18.49)), Curvature: -0.18), 
State(Sec: 10.27, Vel m/s: 1.91, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 6.55, Y: -0.90), Rotation2d(Rads: -0.34, Deg: -19.33)), Curvature: -0.18), 
State(Sec: 10.31, Vel m/s: 1.91, Accel m/s/s: 0.04, Pose: Pose2d(Translation2d(X: 6.63, Y: -0.93), Rotation2d(Rads: -0.35, Deg: -20.15)), Curvature: -0.17), 
State(Sec: 10.35, Vel m/s: 1.91, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 6.70, Y: -0.96), Rotation2d(Rads: -0.37, Deg: -20.96)), Curvature: -0.17), 
State(Sec: 10.40, Vel m/s: 1.91, Accel m/s/s: 0.03, Pose: Pose2d(Translation2d(X: 6.78, Y: -0.99), Rotation2d(Rads: -0.38, Deg: -21.77)), Curvature: -0.17), 
State(Sec: 10.44, Vel m/s: 1.91, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 6.86, Y: -1.02), Rotation2d(Rads: -0.39, Deg: -22.56)), Curvature: -0.17), 
State(Sec: 10.48, Vel m/s: 1.91, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 6.93, Y: -1.05), Rotation2d(Rads: -0.41, Deg: -23.36)), Curvature: -0.16), 
State(Sec: 10.53, Vel m/s: 1.91, Accel m/s/s: 0.02, Pose: Pose2d(Translation2d(X: 7.01, Y: -1.08), Rotation2d(Rads: -0.42, Deg: -24.14)), Curvature: -0.16), 
State(Sec: 10.57, Vel m/s: 1.91, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 7.09, Y: -1.12), Rotation2d(Rads: -0.44, Deg: -24.93)), Curvature: -0.16), 
State(Sec: 10.62, Vel m/s: 1.91, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 7.17, Y: -1.15), Rotation2d(Rads: -0.45, Deg: -25.71)), Curvature: -0.16), 
State(Sec: 10.66, Vel m/s: 1.91, Accel m/s/s: 0.01, Pose: Pose2d(Translation2d(X: 7.24, Y: -1.19), Rotation2d(Rads: -0.46, Deg: -26.49)), Curvature: -0.16), 
State(Sec: 10.71, Vel m/s: 1.92, Accel m/s/s: -0.99, Pose: Pose2d(Translation2d(X: 7.32, Y: -1.23), Rotation2d(Rads: -0.48, Deg: -27.27)), Curvature: -0.16), 
State(Sec: 10.75, Vel m/s: 1.87, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.39, Y: -1.27), Rotation2d(Rads: -0.49, Deg: -28.04)), Curvature: -0.16), 
State(Sec: 10.80, Vel m/s: 1.82, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.47, Y: -1.31), Rotation2d(Rads: -0.50, Deg: -28.82)), Curvature: -0.16), 
State(Sec: 10.85, Vel m/s: 1.78, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.55, Y: -1.35), Rotation2d(Rads: -0.52, Deg: -29.61)), Curvature: -0.16), 
State(Sec: 10.89, Vel m/s: 1.73, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.62, Y: -1.40), Rotation2d(Rads: -0.53, Deg: -30.39)), Curvature: -0.16), 
State(Sec: 10.95, Vel m/s: 1.67, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.70, Y: -1.44), Rotation2d(Rads: -0.54, Deg: -31.18)), Curvature: -0.16), 
State(Sec: 11.00, Vel m/s: 1.62, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.77, Y: -1.49), Rotation2d(Rads: -0.56, Deg: -31.97)), Curvature: -0.16), 
State(Sec: 11.05, Vel m/s: 1.57, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.84, Y: -1.53), Rotation2d(Rads: -0.57, Deg: -32.77)), Curvature: -0.16), 
State(Sec: 11.11, Vel m/s: 1.51, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.92, Y: -1.58), Rotation2d(Rads: -0.59, Deg: -33.58)), Curvature: -0.16), 
State(Sec: 11.17, Vel m/s: 1.45, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.99, Y: -1.63), Rotation2d(Rads: -0.60, Deg: -34.39)), Curvature: -0.16), 
State(Sec: 11.23, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.06, Y: -1.68), Rotation2d(Rads: -0.61, Deg: -35.21)), Curvature: -0.16), 
State(Sec: 11.30, Vel m/s: 1.32, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.13, Y: -1.73), Rotation2d(Rads: -0.63, Deg: -36.04)), Curvature: -0.17), 
State(Sec: 11.36, Vel m/s: 1.26, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.20, Y: -1.78), Rotation2d(Rads: -0.64, Deg: -36.88)), Curvature: -0.17), 
State(Sec: 11.44, Vel m/s: 1.18, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.27, Y: -1.84), Rotation2d(Rads: -0.66, Deg: -37.72)), Curvature: -0.17), 
State(Sec: 11.51, Vel m/s: 1.11, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.34, Y: -1.89), Rotation2d(Rads: -0.67, Deg: -38.58)), Curvature: -0.17), 
State(Sec: 11.60, Vel m/s: 1.02, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.41, Y: -1.95), Rotation2d(Rads: -0.69, Deg: -39.46)), Curvature: -0.17), 
State(Sec: 11.69, Vel m/s: 0.94, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.48, Y: -2.00), Rotation2d(Rads: -0.70, Deg: -40.34)), Curvature: -0.18), 
State(Sec: 11.78, Vel m/s: 0.84, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.54, Y: -2.06), Rotation2d(Rads: -0.72, Deg: -41.24)), Curvature: -0.18), 
State(Sec: 11.90, Vel m/s: 0.72, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.61, Y: -2.12), Rotation2d(Rads: -0.74, Deg: -42.16)), Curvature: -0.18), 
State(Sec: 12.03, Vel m/s: 0.59, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.67, Y: -2.18), Rotation2d(Rads: -0.75, Deg: -43.09)), Curvature: -0.19), 
State(Sec: 12.20, Vel m/s: 0.42, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.74, Y: -2.24), Rotation2d(Rads: -0.77, Deg: -44.04)), Curvature: -0.19), 
State(Sec: 12.62, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.80, Y: -2.30), Rotation2d(Rads: -0.79, Deg: -45.00)), Curvature: -0.19)
