Trajectory - Seconds: 11.07, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.30, Y: -2.30), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: 1.03), 
State(Sec: 6.92, Vel m/s: 0.56, Accel m/s/s: 0.34, Pose: Pose2d(Translation2d(X: 3.70, Y: -1.72), Rotation2d(Rads: 0.74, Deg: 42.26)), Curvature: -3.21), 
State(Sec: 6.95, Vel m/s: 0.57, Accel m/s/s: 0.45, Pose: Pose2d(Translation2d(X: 3.71, Y: -1.71), Rotation2d(Rads: 0.68, Deg: 39.23)), Curvature: -3.10), 
State(Sec: 6.98, Vel m/s: 0.58, Accel m/s/s: 0.56, Pose: Pose2d(Translation2d(X: 3.73, Y: -1.70), Rotation2d(Rads: 0.63, Deg: 36.29)), Curvature: -2.96), 
State(Sec: 7.01, Vel m/s: 0.60, Accel m/s/s: 0.68, Pose: Pose2d(Translation2d(X: 3.74, Y: -1.69), Rotation2d(Rads: 0.58, Deg: 33.46)), Curvature: -2.80), 
State(Sec: 7.04, Vel m/s: 0.62, Accel m/s/s: 0.79, Pose: Pose2d(Translation2d(X: 3.75, Y: -1.68), Rotation2d(Rads: 0.54, Deg: 30.76)), Curvature: -2.63), 
State(Sec: 7.06, Vel m/s: 0.64, Accel m/s/s: 0.91, Pose: Pose2d(Translation2d(X: 3.77, Y: -1.67), Rotation2d(Rads: 0.49, Deg: 28.19)), Curvature: -2.45), 
State(Sec: 7.09, Vel m/s: 0.66, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.79, Y: -1.66), Rotation2d(Rads: 0.45, Deg: 25.76)), Curvature: -2.26), 
State(Sec: 7.15, Vel m/s: 0.72, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.82, Y: -1.65), Rotation2d(Rads: 0.37, Deg: 21.33)), Curvature: -1.91), 
State(Sec: 7.20, Vel m/s: 0.77, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.86, Y: -1.63), Rotation2d(Rads: 0.30, Deg: 17.44)), Curvature: -1.58), 
State(Sec: 7.25, Vel m/s: 0.82, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.90, Y: -1.62), Rotation2d(Rads: 0.25, Deg: 14.08)), Curvature: -1.30), 
State(Sec: 7.30, Vel m/s: 0.87, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.94, Y: -1.61), Rotation2d(Rads: 0.20, Deg: 11.20)), Curvature: -1.06), 
State(Sec: 7.35, Vel m/s: 0.92, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 3.98, Y: -1.60), Rotation2d(Rads: 0.15, Deg: 8.73)), Curvature: -0.86), 
State(Sec: 7.45, Vel m/s: 1.02, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.08, Y: -1.59), Rotation2d(Rads: 0.09, Deg: 4.88)), Curvature: -0.55), 
State(Sec: 7.55, Vel m/s: 1.12, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.19, Y: -1.59), Rotation2d(Rads: 0.04, Deg: 2.18)), Curvature: -0.35), 
State(Sec: 7.65, Vel m/s: 1.22, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.30, Y: -1.58), Rotation2d(Rads: 0.01, Deg: 0.36)), Curvature: -0.21), 
State(Sec: 7.75, Vel m/s: 1.32, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.43, Y: -1.58), Rotation2d(Rads: -0.01, Deg: -0.77)), Curvature: -0.11), 
State(Sec: 7.80, Vel m/s: 1.37, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.49, Y: -1.59), Rotation2d(Rads: -0.02, Deg: -1.13)), Curvature: -0.08), 
State(Sec: 7.85, Vel m/s: 1.42, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.56, Y: -1.59), Rotation2d(Rads: -0.02, Deg: -1.37)), Curvature: -0.05), 
State(Sec: 7.90, Vel m/s: 1.47, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.63, Y: -1.59), Rotation2d(Rads: -0.03, Deg: -1.50)), Curvature: -0.02), 
State(Sec: 7.95, Vel m/s: 1.52, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.71, Y: -1.59), Rotation2d(Rads: -0.03, Deg: -1.53)), Curvature: 0.00), 
State(Sec: 8.00, Vel m/s: 1.57, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.78, Y: -1.59), Rotation2d(Rads: -0.03, Deg: -1.48)), Curvature: 0.02), 
State(Sec: 8.04, Vel m/s: 1.62, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.86, Y: -1.60), Rotation2d(Rads: -0.02, Deg: -1.34)), Curvature: 0.04), 
State(Sec: 8.09, Vel m/s: 1.67, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 4.94, Y: -1.60), Rotation2d(Rads: -0.02, Deg: -1.13)), Curvature: 0.05), 
State(Sec: 8.14, Vel m/s: 1.72, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.03, Y: -1.60), Rotation2d(Rads: -0.01, Deg: -0.84)), Curvature: 0.07), 
State(Sec: 8.19, Vel m/s: 1.76, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.11, Y: -1.60), Rotation2d(Rads: -0.01, Deg: -0.50)), Curvature: 0.08), 
State(Sec: 8.24, Vel m/s: 1.81, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.20, Y: -1.60), Rotation2d(Rads: -0.00, Deg: -0.10)), Curvature: 0.09), 
State(Sec: 8.29, Vel m/s: 1.86, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.29, Y: -1.60), Rotation2d(Rads: 0.00, Deg: 0.27)), Curvature: 0.06), 
State(Sec: 8.34, Vel m/s: 1.91, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 5.38, Y: -1.60), Rotation2d(Rads: 0.01, Deg: 0.52)), Curvature: 0.04), 
State(Sec: 8.39, Vel m/s: 1.96, Accel m/s/s: 0.78, Pose: Pose2d(Translation2d(X: 5.48, Y: -1.60), Rotation2d(Rads: 0.01, Deg: 0.65)), Curvature: 0.01), 
State(Sec: 8.44, Vel m/s: 2.00, Accel m/s/s: -0.19, Pose: Pose2d(Translation2d(X: 5.57, Y: -1.60), Rotation2d(Rads: 0.01, Deg: 0.67)), Curvature: -0.00), 
State(Sec: 8.48, Vel m/s: 1.99, Accel m/s/s: -0.17, Pose: Pose2d(Translation2d(X: 5.67, Y: -1.60), Rotation2d(Rads: 0.01, Deg: 0.60)), Curvature: -0.02), 
State(Sec: 8.53, Vel m/s: 1.98, Accel m/s/s: -0.15, Pose: Pose2d(Translation2d(X: 5.77, Y: -1.60), Rotation2d(Rads: 0.01, Deg: 0.43)), Curvature: -0.04), 
State(Sec: 8.59, Vel m/s: 1.97, Accel m/s/s: -0.14, Pose: Pose2d(Translation2d(X: 5.87, Y: -1.59), Rotation2d(Rads: 0.00, Deg: 0.17)), Curvature: -0.05), 
State(Sec: 8.64, Vel m/s: 1.96, Accel m/s/s: -0.13, Pose: Pose2d(Translation2d(X: 5.97, Y: -1.59), Rotation2d(Rads: -0.00, Deg: -0.17)), Curvature: -0.07), 
State(Sec: 8.69, Vel m/s: 1.96, Accel m/s/s: -0.12, Pose: Pose2d(Translation2d(X: 6.08, Y: -1.60), Rotation2d(Rads: -0.01, Deg: -0.60)), Curvature: -0.08), 
State(Sec: 8.75, Vel m/s: 1.95, Accel m/s/s: -0.11, Pose: Pose2d(Translation2d(X: 6.18, Y: -1.60), Rotation2d(Rads: -0.02, Deg: -1.11)), Curvature: -0.09), 
State(Sec: 8.80, Vel m/s: 1.94, Accel m/s/s: -0.10, Pose: Pose2d(Translation2d(X: 6.29, Y: -1.60), Rotation2d(Rads: -0.03, Deg: -1.70)), Curvature: -0.10), 
State(Sec: 8.86, Vel m/s: 1.94, Accel m/s/s: -0.10, Pose: Pose2d(Translation2d(X: 6.40, Y: -1.60), Rotation2d(Rads: -0.04, Deg: -2.37)), Curvature: -0.11), 
State(Sec: 8.91, Vel m/s: 1.93, Accel m/s/s: -0.09, Pose: Pose2d(Translation2d(X: 6.51, Y: -1.61), Rotation2d(Rads: -0.05, Deg: -3.11)), Curvature: -0.12), 
State(Sec: 8.97, Vel m/s: 1.93, Accel m/s/s: -0.09, Pose: Pose2d(Translation2d(X: 6.62, Y: -1.62), Rotation2d(Rads: -0.07, Deg: -3.93)), Curvature: -0.13), 
State(Sec: 9.03, Vel m/s: 1.92, Accel m/s/s: -0.09, Pose: Pose2d(Translation2d(X: 6.73, Y: -1.62), Rotation2d(Rads: -0.08, Deg: -4.82)), Curvature: -0.14), 
State(Sec: 9.09, Vel m/s: 1.92, Accel m/s/s: -0.08, Pose: Pose2d(Translation2d(X: 6.84, Y: -1.63), Rotation2d(Rads: -0.10, Deg: -5.78)), Curvature: -0.15), 
State(Sec: 9.15, Vel m/s: 1.91, Accel m/s/s: -0.89, Pose: Pose2d(Translation2d(X: 6.96, Y: -1.65), Rotation2d(Rads: -0.12, Deg: -6.81)), Curvature: -0.16), 
State(Sec: 9.21, Vel m/s: 1.86, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.07, Y: -1.66), Rotation2d(Rads: -0.14, Deg: -7.92)), Curvature: -0.17), 
State(Sec: 9.27, Vel m/s: 1.79, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.19, Y: -1.68), Rotation2d(Rads: -0.16, Deg: -9.10)), Curvature: -0.18), 
State(Sec: 9.34, Vel m/s: 1.73, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.30, Y: -1.70), Rotation2d(Rads: -0.18, Deg: -10.34)), Curvature: -0.19), 
State(Sec: 9.41, Vel m/s: 1.66, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.42, Y: -1.72), Rotation2d(Rads: -0.20, Deg: -11.66)), Curvature: -0.20), 
State(Sec: 9.48, Vel m/s: 1.58, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.53, Y: -1.75), Rotation2d(Rads: -0.23, Deg: -13.04)), Curvature: -0.21), 
State(Sec: 9.56, Vel m/s: 1.51, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.65, Y: -1.78), Rotation2d(Rads: -0.25, Deg: -14.49)), Curvature: -0.21), 
State(Sec: 9.64, Vel m/s: 1.42, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.77, Y: -1.81), Rotation2d(Rads: -0.28, Deg: -16.00)), Curvature: -0.22), 
State(Sec: 9.73, Vel m/s: 1.34, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.88, Y: -1.84), Rotation2d(Rads: -0.31, Deg: -17.57)), Curvature: -0.23), 
State(Sec: 9.83, Vel m/s: 1.24, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.00, Y: -1.88), Rotation2d(Rads: -0.34, Deg: -19.20)), Curvature: -0.23), 
State(Sec: 9.93, Vel m/s: 1.14, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.12, Y: -1.92), Rotation2d(Rads: -0.36, Deg: -20.88)), Curvature: -0.24), 
State(Sec: 10.05, Vel m/s: 1.02, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.24, Y: -1.97), Rotation2d(Rads: -0.39, Deg: -22.62)), Curvature: -0.24), 
State(Sec: 10.11, Vel m/s: 0.95, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.29, Y: -2.00), Rotation2d(Rads: -0.41, Deg: -23.51)), Curvature: -0.24), 
State(Sec: 10.18, Vel m/s: 0.88, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.35, Y: -2.02), Rotation2d(Rads: -0.43, Deg: -24.41)), Curvature: -0.25), 
State(Sec: 10.26, Vel m/s: 0.81, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.41, Y: -2.05), Rotation2d(Rads: -0.44, Deg: -25.32)), Curvature: -0.25), 
State(Sec: 10.34, Vel m/s: 0.72, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.47, Y: -2.08), Rotation2d(Rads: -0.46, Deg: -26.23)), Curvature: -0.25), 
State(Sec: 10.44, Vel m/s: 0.63, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.53, Y: -2.11), Rotation2d(Rads: -0.47, Deg: -27.16)), Curvature: -0.25), 
State(Sec: 10.55, Vel m/s: 0.51, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.58, Y: -2.14), Rotation2d(Rads: -0.49, Deg: -28.10)), Curvature: -0.25), 
State(Sec: 10.70, Vel m/s: 0.36, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.64, Y: -2.17), Rotation2d(Rads: -0.51, Deg: -29.05)), Curvature: -0.25), 
State(Sec: 11.07, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.70, Y: -2.20), Rotation2d(Rads: -0.52, Deg: -30.00)), Curvature: -0.25)
