Trajectory - Seconds: 10.07, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.30, Y: -2.30), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: -0.21), 
State(Sec: 7.47, Vel m/s: 1.51, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 6.25, Y: -1.91), Rotation2d(Rads: -0.64, Deg: -36.67)), Curvature: 0.15), 
State(Sec: 7.52, Vel m/s: 1.55, Accel m/s/s: -0.61, Pose: Pose2d(Translation2d(X: 6.30, Y: -1.95), Rotation2d(Rads: -0.63, Deg: -36.00)), Curvature: 0.19), 
State(Sec: 7.56, Vel m/s: 1.53, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.36, Y: -1.99), Rotation2d(Rads: -0.61, Deg: -35.15)), Curvature: 0.24), 
State(Sec: 7.61, Vel m/s: 1.48, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.42, Y: -2.03), Rotation2d(Rads: -0.60, Deg: -34.11)), Curvature: 0.29), 
State(Sec: 7.65, Vel m/s: 1.44, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.47, Y: -2.07), Rotation2d(Rads: -0.57, Deg: -32.87)), Curvature: 0.35), 
State(Sec: 7.70, Vel m/s: 1.39, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.53, Y: -2.11), Rotation2d(Rads: -0.55, Deg: -31.41)), Curvature: 0.41), 
State(Sec: 7.75, Vel m/s: 1.34, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.59, Y: -2.14), Rotation2d(Rads: -0.52, Deg: -29.71)), Curvature: 0.48), 
State(Sec: 7.80, Vel m/s: 1.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 6.64, Y: -2.17), Rotation2d(Rads: -0.48, Deg: -27.76)), Curvature: 0.56), 
State(Sec: 7.85, Vel m/s: 1.24, Accel m/s/s: -0.03, Pose: Pose2d(Translation2d(X: 6.70, Y: -2.20), Rotation2d(Rads: -0.45, Deg: -25.53)), Curvature: 0.65), 
State(Sec: 7.95, Vel m/s: 1.24, Accel m/s/s: 0.24, Pose: Pose2d(Translation2d(X: 6.82, Y: -2.25), Rotation2d(Rads: -0.36, Deg: -20.81)), Curvature: 0.65), 
State(Sec: 8.05, Vel m/s: 1.26, Accel m/s/s: 0.54, Pose: Pose2d(Translation2d(X: 6.93, Y: -2.29), Rotation2d(Rads: -0.28, Deg: -16.27)), Curvature: 0.63), 
State(Sec: 8.14, Vel m/s: 1.31, Accel m/s/s: 0.91, Pose: Pose2d(Translation2d(X: 7.05, Y: -2.32), Rotation2d(Rads: -0.21, Deg: -12.04)), Curvature: 0.58), 
State(Sec: 8.23, Vel m/s: 1.39, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.17, Y: -2.34), Rotation2d(Rads: -0.14, Deg: -8.23)), Curvature: 0.52), 
State(Sec: 8.32, Vel m/s: 1.48, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.29, Y: -2.35), Rotation2d(Rads: -0.09, Deg: -4.89)), Curvature: 0.44), 
State(Sec: 8.40, Vel m/s: 1.56, Accel m/s/s: 0.41, Pose: Pose2d(Translation2d(X: 7.41, Y: -2.36), Rotation2d(Rads: -0.04, Deg: -2.08)), Curvature: 0.36), 
State(Sec: 8.48, Vel m/s: 1.59, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.54, Y: -2.36), Rotation2d(Rads: 0.00, Deg: 0.20)), Curvature: 0.28), 
State(Sec: 8.52, Vel m/s: 1.55, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.60, Y: -2.36), Rotation2d(Rads: 0.02, Deg: 1.14)), Curvature: 0.24), 
State(Sec: 8.56, Vel m/s: 1.51, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.66, Y: -2.36), Rotation2d(Rads: 0.03, Deg: 1.95)), Curvature: 0.20), 
State(Sec: 8.60, Vel m/s: 1.46, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.73, Y: -2.36), Rotation2d(Rads: 0.05, Deg: 2.63)), Curvature: 0.17), 
State(Sec: 8.65, Vel m/s: 1.42, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.79, Y: -2.35), Rotation2d(Rads: 0.06, Deg: 3.18)), Curvature: 0.13), 
State(Sec: 8.70, Vel m/s: 1.37, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.86, Y: -2.35), Rotation2d(Rads: 0.06, Deg: 3.62)), Curvature: 0.10), 
State(Sec: 8.75, Vel m/s: 1.32, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.93, Y: -2.35), Rotation2d(Rads: 0.07, Deg: 3.94)), Curvature: 0.07), 
State(Sec: 8.80, Vel m/s: 1.27, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.00, Y: -2.34), Rotation2d(Rads: 0.07, Deg: 4.14)), Curvature: 0.04), 
State(Sec: 8.86, Vel m/s: 1.21, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.06, Y: -2.34), Rotation2d(Rads: 0.07, Deg: 4.24)), Curvature: 0.01), 
State(Sec: 8.91, Vel m/s: 1.16, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.13, Y: -2.33), Rotation2d(Rads: 0.07, Deg: 4.23)), Curvature: -0.02), 
State(Sec: 8.98, Vel m/s: 1.09, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.20, Y: -2.33), Rotation2d(Rads: 0.07, Deg: 4.11)), Curvature: -0.04), 
State(Sec: 9.04, Vel m/s: 1.03, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.27, Y: -2.32), Rotation2d(Rads: 0.07, Deg: 3.90)), Curvature: -0.06), 
State(Sec: 9.12, Vel m/s: 0.95, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.35, Y: -2.32), Rotation2d(Rads: 0.06, Deg: 3.60)), Curvature: -0.08), 
State(Sec: 9.20, Vel m/s: 0.87, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.42, Y: -2.31), Rotation2d(Rads: 0.06, Deg: 3.20)), Curvature: -0.10), 
State(Sec: 9.29, Vel m/s: 0.78, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.49, Y: -2.31), Rotation2d(Rads: 0.05, Deg: 2.72)), Curvature: -0.12), 
State(Sec: 9.39, Vel m/s: 0.68, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.57, Y: -2.30), Rotation2d(Rads: 0.04, Deg: 2.15)), Curvature: -0.14), 
State(Sec: 9.51, Vel m/s: 0.56, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.64, Y: -2.30), Rotation2d(Rads: 0.03, Deg: 1.51)), Curvature: -0.16), 
State(Sec: 9.67, Vel m/s: 0.40, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.72, Y: -2.30), Rotation2d(Rads: 0.01, Deg: 0.79)), Curvature: -0.17), 
State(Sec: 10.07, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.80, Y: -2.30), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: -0.18)
