Trajectory - Seconds: 10.51, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.60, Y: 2.27), Rotation2d(Rads: -0.00, Deg: -0.11)), Curvature: 0.00), 
State(Sec: 8.85, Vel m/s: 1.01, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.85, Y: 1.25), Rotation2d(Rads: -0.83, Deg: -47.69)), Curvature: 0.11), 
State(Sec: 8.95, Vel m/s: 1.10, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.92, Y: 1.18), Rotation2d(Rads: -0.82, Deg: -47.21)), Curvature: 0.07), 
State(Sec: 9.04, Vel m/s: 1.20, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.99, Y: 1.09), Rotation2d(Rads: -0.82, Deg: -46.87)), Curvature: 0.04), 
State(Sec: 9.10, Vel m/s: 1.25, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.04, Y: 1.05), Rotation2d(Rads: -0.82, Deg: -46.74)), Curvature: 0.03), 
State(Sec: 9.15, Vel m/s: 1.30, Accel m/s/s: 0.12, Pose: Pose2d(Translation2d(X: 8.08, Y: 1.00), Rotation2d(Rads: -0.81, Deg: -46.63)), Curvature: 0.03), 
State(Sec: 9.20, Vel m/s: 1.31, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.13, Y: 0.95), Rotation2d(Rads: -0.81, Deg: -46.54)), Curvature: 0.02), 
State(Sec: 9.25, Vel m/s: 1.25, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.18, Y: 0.90), Rotation2d(Rads: -0.81, Deg: -46.46)), Curvature: 0.02), 
State(Sec: 9.31, Vel m/s: 1.19, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.22, Y: 0.85), Rotation2d(Rads: -0.81, Deg: -46.40)), Curvature: 0.01), 
State(Sec: 9.37, Vel m/s: 1.13, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.27, Y: 0.80), Rotation2d(Rads: -0.81, Deg: -46.34)), Curvature: 0.01), 
State(Sec: 9.43, Vel m/s: 1.07, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.32, Y: 0.75), Rotation2d(Rads: -0.81, Deg: -46.30)), Curvature: 0.01), 
State(Sec: 9.50, Vel m/s: 1.01, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.37, Y: 0.70), Rotation2d(Rads: -0.81, Deg: -46.26)), Curvature: 0.01), 
State(Sec: 9.57, Vel m/s: 0.94, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.41, Y: 0.65), Rotation2d(Rads: -0.81, Deg: -46.24)), Curvature: 0.01), 
State(Sec: 9.64, Vel m/s: 0.87, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.46, Y: 0.61), Rotation2d(Rads: -0.81, Deg: -46.22)), Curvature: 0.00), 
State(Sec: 9.78, Vel m/s: 0.73, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.53, Y: 0.53), Rotation2d(Rads: -0.81, Deg: -46.21)), Curvature: -0.00), 
State(Sec: 9.92, Vel m/s: 0.59, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.60, Y: 0.46), Rotation2d(Rads: -0.81, Deg: -46.24)), Curvature: -0.01), 
State(Sec: 10.18, Vel m/s: 0.32, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.68, Y: 0.37), Rotation2d(Rads: -0.81, Deg: -46.62)), Curvature: -0.16), 
State(Sec: 10.51, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.72, Y: 0.33), Rotation2d(Rads: -0.83, Deg: -47.60)), Curvature: 0.00)
