Trajectory - Seconds: 10.37, States:
State(Sec: 0.00, Vel m/s: 0.00, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 0.30, Y: -2.30), Rotation2d(Rads: 0.00, Deg: 0.00)), Curvature: -0.09), 
State(Sec: 7.60, Vel m/s: 0.81, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.37, Y: -3.02), Rotation2d(Rads: -0.68, Deg: -38.92)), Curvature: 1.11), 
State(Sec: 7.67, Vel m/s: 0.74, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.41, Y: -3.05), Rotation2d(Rads: -0.61, Deg: -34.78)), Curvature: 1.52), 
State(Sec: 7.70, Vel m/s: 0.70, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.44, Y: -3.07), Rotation2d(Rads: -0.56, Deg: -32.31)), Curvature: 1.78), 
State(Sec: 7.74, Vel m/s: 0.66, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.46, Y: -3.08), Rotation2d(Rads: -0.52, Deg: -29.52)), Curvature: 2.09), 
State(Sec: 7.78, Vel m/s: 0.63, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 7.48, Y: -3.09), Rotation2d(Rads: -0.46, Deg: -26.39)), Curvature: 2.46), 
State(Sec: 7.82, Vel m/s: 0.59, Accel m/s/s: -0.71, Pose: Pose2d(Translation2d(X: 7.50, Y: -3.10), Rotation2d(Rads: -0.40, Deg: -22.86)), Curvature: 2.88), 
State(Sec: 7.86, Vel m/s: 0.56, Accel m/s/s: -0.58, Pose: Pose2d(Translation2d(X: 7.52, Y: -3.11), Rotation2d(Rads: -0.33, Deg: -19.01)), Curvature: 3.17), 
State(Sec: 7.89, Vel m/s: 0.54, Accel m/s/s: -0.44, Pose: Pose2d(Translation2d(X: 7.54, Y: -3.11), Rotation2d(Rads: -0.26, Deg: -14.96)), Curvature: 3.44), 
State(Sec: 7.93, Vel m/s: 0.52, Accel m/s/s: -0.31, Pose: Pose2d(Translation2d(X: 7.56, Y: -3.12), Rotation2d(Rads: -0.19, Deg: -10.73)), Curvature: 3.67), 
State(Sec: 7.97, Vel m/s: 0.51, Accel m/s/s: -0.18, Pose: Pose2d(Translation2d(X: 7.58, Y: -3.12), Rotation2d(Rads: -0.11, Deg: -6.38)), Curvature: 3.85), 
State(Sec: 8.01, Vel m/s: 0.50, Accel m/s/s: -0.05, Pose: Pose2d(Translation2d(X: 7.60, Y: -3.12), Rotation2d(Rads: -0.03, Deg: -1.95)), Curvature: 3.96), 
State(Sec: 8.05, Vel m/s: 0.50, Accel m/s/s: 0.08, Pose: Pose2d(Translation2d(X: 7.62, Y: -3.12), Rotation2d(Rads: 0.04, Deg: 2.50)), Curvature: 3.99), 
State(Sec: 8.09, Vel m/s: 0.50, Accel m/s/s: 0.21, Pose: Pose2d(Translation2d(X: 7.64, Y: -3.12), Rotation2d(Rads: 0.12, Deg: 6.90)), Curvature: 3.95), 
State(Sec: 8.13, Vel m/s: 0.51, Accel m/s/s: 0.33, Pose: Pose2d(Translation2d(X: 7.66, Y: -3.12), Rotation2d(Rads: 0.20, Deg: 11.21)), Curvature: 3.83), 
State(Sec: 8.16, Vel m/s: 0.52, Accel m/s/s: 0.47, Pose: Pose2d(Translation2d(X: 7.68, Y: -3.11), Rotation2d(Rads: 0.27, Deg: 15.36)), Curvature: 3.65), 
State(Sec: 8.20, Vel m/s: 0.54, Accel m/s/s: 0.60, Pose: Pose2d(Translation2d(X: 7.70, Y: -3.11), Rotation2d(Rads: 0.34, Deg: 19.32)), Curvature: 3.42), 
State(Sec: 8.24, Vel m/s: 0.56, Accel m/s/s: 0.73, Pose: Pose2d(Translation2d(X: 7.71, Y: -3.10), Rotation2d(Rads: 0.40, Deg: 23.06)), Curvature: 3.16), 
State(Sec: 8.27, Vel m/s: 0.59, Accel m/s/s: 0.87, Pose: Pose2d(Translation2d(X: 7.73, Y: -3.09), Rotation2d(Rads: 0.46, Deg: 26.57)), Curvature: 2.89), 
State(Sec: 8.31, Vel m/s: 0.62, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.75, Y: -3.08), Rotation2d(Rads: 0.52, Deg: 29.82)), Curvature: 2.62), 
State(Sec: 8.34, Vel m/s: 0.65, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.77, Y: -3.07), Rotation2d(Rads: 0.57, Deg: 32.83)), Curvature: 2.36), 
State(Sec: 8.37, Vel m/s: 0.68, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.79, Y: -3.06), Rotation2d(Rads: 0.62, Deg: 35.59)), Curvature: 2.11), 
State(Sec: 8.40, Vel m/s: 0.71, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.80, Y: -3.05), Rotation2d(Rads: 0.67, Deg: 38.12)), Curvature: 1.88), 
State(Sec: 8.47, Vel m/s: 0.78, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.84, Y: -3.02), Rotation2d(Rads: 0.74, Deg: 42.54)), Curvature: 1.48), 
State(Sec: 8.53, Vel m/s: 0.84, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.87, Y: -2.98), Rotation2d(Rads: 0.81, Deg: 46.20)), Curvature: 1.16), 
State(Sec: 8.58, Vel m/s: 0.90, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.91, Y: -2.94), Rotation2d(Rads: 0.86, Deg: 49.21)), Curvature: 0.90), 
State(Sec: 8.64, Vel m/s: 0.95, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 7.94, Y: -2.90), Rotation2d(Rads: 0.90, Deg: 51.67)), Curvature: 0.70), 
State(Sec: 8.76, Vel m/s: 1.07, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.01, Y: -2.81), Rotation2d(Rads: 0.96, Deg: 55.29)), Curvature: 0.42), 
State(Sec: 8.87, Vel m/s: 1.18, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.08, Y: -2.71), Rotation2d(Rads: 1.00, Deg: 57.55)), Curvature: 0.23), 
State(Sec: 8.92, Vel m/s: 1.23, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.11, Y: -2.65), Rotation2d(Rads: 1.02, Deg: 58.28)), Curvature: 0.16), 
State(Sec: 8.97, Vel m/s: 1.28, Accel m/s/s: 1.00, Pose: Pose2d(Translation2d(X: 8.15, Y: -2.60), Rotation2d(Rads: 1.03, Deg: 58.78)), Curvature: 0.10), 
State(Sec: 9.02, Vel m/s: 1.33, Accel m/s/s: -0.80, Pose: Pose2d(Translation2d(X: 8.18, Y: -2.54), Rotation2d(Rads: 1.03, Deg: 59.06)), Curvature: 0.05), 
State(Sec: 9.08, Vel m/s: 1.29, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.22, Y: -2.48), Rotation2d(Rads: 1.03, Deg: 59.15)), Curvature: -0.00), 
State(Sec: 9.13, Vel m/s: 1.24, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.25, Y: -2.42), Rotation2d(Rads: 1.03, Deg: 59.06)), Curvature: -0.05), 
State(Sec: 9.19, Vel m/s: 1.18, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.29, Y: -2.36), Rotation2d(Rads: 1.03, Deg: 58.78)), Curvature: -0.09), 
State(Sec: 9.25, Vel m/s: 1.12, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.33, Y: -2.30), Rotation2d(Rads: 1.02, Deg: 58.33)), Curvature: -0.13), 
State(Sec: 9.31, Vel m/s: 1.05, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.36, Y: -2.24), Rotation2d(Rads: 1.01, Deg: 57.69)), Curvature: -0.18), 
State(Sec: 9.38, Vel m/s: 0.98, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.40, Y: -2.18), Rotation2d(Rads: 0.99, Deg: 56.87)), Curvature: -0.23), 
State(Sec: 9.46, Vel m/s: 0.91, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.44, Y: -2.12), Rotation2d(Rads: 0.97, Deg: 55.86)), Curvature: -0.27), 
State(Sec: 9.54, Vel m/s: 0.83, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.48, Y: -2.06), Rotation2d(Rads: 0.95, Deg: 54.64)), Curvature: -0.33), 
State(Sec: 9.63, Vel m/s: 0.74, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.52, Y: -2.01), Rotation2d(Rads: 0.93, Deg: 53.21)), Curvature: -0.39), 
State(Sec: 9.73, Vel m/s: 0.64, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.57, Y: -1.95), Rotation2d(Rads: 0.90, Deg: 51.56)), Curvature: -0.45), 
State(Sec: 9.85, Vel m/s: 0.52, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.61, Y: -1.90), Rotation2d(Rads: 0.87, Deg: 49.65)), Curvature: -0.52), 
State(Sec: 10.00, Vel m/s: 0.37, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.65, Y: -1.85), Rotation2d(Rads: 0.83, Deg: 47.47)), Curvature: -0.60), 
State(Sec: 10.37, Vel m/s: 0.00, Accel m/s/s: -1.00, Pose: Pose2d(Translation2d(X: 8.70, Y: -1.80), Rotation2d(Rads: 0.79, Deg: 45.00)), Curvature: -0.69)
